,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
4019,59,10,1,1,0,0.0,0,0,0,13,10,78,1,216,1,0
4020,60,5,0,1,0,496.0,1,0,0,15,8,655,2,-1,0,3
4021,39,9,2,2,0,393.0,0,0,0,26,7,281,1,-1,0,3
4022,32,7,2,1,0,159.0,1,1,0,14,8,46,1,-1,0,3
4023,51,0,1,2,0,0.0,1,1,0,15,6,177,4,99,2,2
4024,33,1,1,2,0,271.0,1,0,0,14,1,801,2,-1,0,3
4025,30,2,1,2,0,501.0,1,0,0,18,5,94,1,-1,0,3
4026,54,7,1,0,0,8.0,1,0,0,14,8,143,1,-1,0,3
4027,36,4,2,2,0,0.0,1,0,0,16,5,155,2,-1,0,3
4028,45,1,1,1,0,-73.0,1,0,0,6,0,551,3,313,9,0
4029,56,6,1,2,0,871.0,1,0,2,14,8,381,1,-1,0,3
4030,27,1,2,1,0,0.0,1,0,2,21,8,504,1,-1,0,3
4031,31,4,2,2,0,3625.0,1,0,0,19,9,112,1,180,2,0
4032,37,4,1,2,0,0.0,1,0,1,28,5,62,8,-1,0,3
4033,57,11,1,3,0,2266.0,0,0,2,20,6,42,5,-1,0,3
4034,41,1,1,0,0,1381.6510878323932,1,1,0,18,5,297,2,-1,0,3
4035,52,9,1,1,0,195.0,1,0,0,18,3,220,1,63,5,0
4036,55,5,0,1,0,2204.0,0,0,0,3,6,213,1,-1,0,3
4037,35,7,1,1,0,377.0,0,1,0,31,5,30,13,-1,0,3
4038,44,1,1,1,0,1025.0,1,0,2,18,6,200,1,-1,0,3
4039,31,7,2,1,0,24.0,0,0,0,18,5,135,2,-1,0,3
4040,39,1,1,0,0,163.0,1,0,1,23,5,192,2,-1,0,3
4041,44,2,1,2,0,3850.0,0,0,0,3,3,130,2,-1,0,3
4042,33,7,2,1,0,1038.0,0,1,2,3,5,108,1,-1,0,3
4043,36,4,2,2,0,1841.0,1,0,0,25,1,141,4,-1,0,3
4044,38,4,2,2,0,8.0,1,0,0,28,5,219,2,-1,0,3
4045,55,4,1,2,0,1713.0,0,0,0,27,1,88,5,-1,0,3
4046,50,4,2,2,0,3537.0,0,0,2,24,10,305,1,-1,0,3
4047,45,1,1,0,0,360.0,0,0,2,20,6,98,2,-1,0,3
4048,38,4,2,2,0,2813.0,0,0,0,14,1,146,2,-1,0,3
4049,32,4,2,2,0,2016.0,0,0,0,13,0,232,1,348,1,2
4050,41,4,2,2,0,0.0,0,0,0,7,1,91,2,-1,0,3
4051,47,2,0,1,0,186.0,0,0,0,2,3,112,2,-1,0,3
4052,31,4,2,2,0,18.0,0,0,0,8,1,82,2,-1,0,3
4053,32,4,1,2,0,3651.0,1,0,0,20,9,142,3,-1,0,3
4054,33,1,1,0,0,902.0,1,0,0,29,4,207,2,247,2,0
4055,28,4,2,1,0,2840.0,0,0,0,20,0,227,5,-1,0,3
4056,36,1,1,1,0,537.0,0,1,0,7,5,206,6,-1,0,3
4057,37,1,0,1,0,316.0,1,0,2,26,8,642,2,-1,0,3
4058,44,1,1,1,0,0.0,0,0,0,31,5,160,5,-1,0,3
4059,42,1,1,0,0,2003.0,1,0,0,17,0,177,3,-1,0,3
4060,35,1,1,1,0,253.0,1,0,0,15,8,452,1,345,1,1
4061,32,7,2,1,0,3993.0,0,0,0,22,8,-5,2,-1,0,3
4062,59,4,1,3,0,147.0,0,0,0,7,5,119,3,-1,0,3
4063,30,7,2,1,0,572.0,1,0,0,5,8,237,1,319,4,1
4064,48,10,1,0,0,1296.0,0,0,0,5,7,119,1,-1,0,3
4065,25,8,1,1,0,37.0,0,0,2,24,5,11,1,-1,0,3
4066,38,1,0,0,0,0.0,0,0,2,12,6,133,1,-1,0,3
4067,27,0,2,1,0,3529.0,0,1,0,5,7,162,1,179,2,0
4068,52,4,1,2,0,388.0,0,0,0,25,8,272,1,-1,0,3
4069,45,10,0,0,0,407.0,1,0,0,17,0,196,1,-1,0,3
4070,34,1,2,1,0,1484.0,1,0,2,19,8,194,5,-1,0,3
4071,29,1,1,0,0,79.0,1,0,2,27,8,22,2,-1,0,3
4072,26,7,0,0,1,2.0,1,1,0,25,5,22,16,-1,0,3
4073,39,0,1,1,0,0.0,1,0,1,8,8,283,3,296,5,0
4074,57,1,1,2,0,234.0,0,0,0,23,5,169,2,-1,0,3
4075,30,9,1,1,0,455.0,1,0,0,21,9,758,1,-1,0,3
4076,34,1,1,0,0,333.0,1,1,0,11,8,63,2,-1,0,3
4077,45,4,0,2,0,335.0,0,0,0,5,1,297,1,-1,0,3
4078,50,4,0,2,0,3211.0,1,0,0,6,1,146,5,-1,0,3
4079,45,4,1,2,0,2316.0,1,0,2,26,8,97,2,-1,0,3
4080,67,3,0,1,0,5275.0,0,0,0,13,1,222,4,-1,0,3
4081,47,4,1,2,0,-1379.0,1,0,2,27,8,114,3,-1,0,3
4082,28,1,2,1,0,0.0,1,0,2,28,8,386,1,-1,0,3
4083,45,9,1,2,0,12766.0,0,0,0,22,1,129,3,-1,0,3
4084,31,9,2,1,0,798.0,0,0,1,26,1,66,10,-1,0,3
4085,46,1,1,1,0,1733.0,1,0,2,14,8,546,1,-1,0,3
4086,37,9,2,2,0,6101.0,0,0,0,6,3,141,1,-1,0,3
4087,45,6,1,1,0,830.0,0,0,0,19,9,180,1,111,2,0
4088,47,4,1,2,0,2919.0,1,0,0,17,9,153,1,-1,0,3
4089,45,2,1,1,0,4688.0,0,0,0,7,5,112,10,-1,0,3
4090,52,10,1,1,0,5091.0,0,0,0,26,8,309,1,-1,0,3
4091,31,7,0,1,0,1301.0,1,0,0,13,8,140,3,-1,0,3
4092,42,1,1,1,0,476.0,1,0,2,13,8,93,1,-1,0,3
4093,32,0,2,1,1,-17.0,0,0,2,9,5,85,5,-1,0,3
4094,35,1,1,0,0,319.0,1,0,0,16,5,221,1,-1,0,3
4095,53,2,1,3,0,7.0,0,0,0,20,9,68,1,-1,0,3
4096,45,2,1,2,0,1752.0,1,1,0,20,9,56,2,-1,0,3
4097,34,4,1,2,0,997.0,1,1,0,21,9,81,1,-1,0,3
4098,45,5,0,0,0,261.0,0,0,2,9,6,123,1,-1,0,3
4099,62,4,1,2,0,1381.6510878323932,0,0,0,14,1,185,1,-1,0,3
4100,40,4,2,2,0,-222.0,1,0,2,5,6,221,1,-1,0,3
4101,49,3,0,1,0,267.0,0,0,1,9,3,23,5,-1,0,3
4102,38,2,1,2,0,2069.0,1,0,0,15,8,358,7,-1,0,3
4103,49,10,1,0,0,50.0,0,0,0,26,1,169,2,-1,0,3
4104,41,4,0,2,0,1401.0,0,0,2,16,6,110,4,-1,0,3
4105,31,1,1,0,0,1601.0,0,0,0,7,0,615,1,137,3,0
4106,30,9,0,1,0,3028.0,1,0,0,28,1,65,5,-1,0,3
4107,31,1,1,1,0,360.0,1,0,2,23,8,395,1,-1,0,3
4108,38,0,0,1,0,407.0,1,1,0,19,1,89,1,-1,0,3
4109,36,9,2,1,0,103.0,1,0,0,5,8,122,2,344,2,0
4110,43,1,1,1,0,1381.6510878323932,1,0,2,29,8,132,3,-1,0,3
4111,49,1,1,1,0,1350.0,0,0,0,18,1,-1,2,-1,0,3
4112,39,9,2,1,0,1963.0,1,0,2,6,6,100,4,-1,0,3
4113,32,9,2,1,0,40.0,0,0,0,8,1,419,2,-1,0,3
4114,43,7,2,1,0,37.0,1,0,0,7,8,329,2,-1,0,3
4115,24,4,2,2,0,507.0,0,0,0,3,5,257,1,-1,0,3
4116,25,8,2,1,0,1957.0,0,0,0,24,6,1207,4,385,1,0
4117,53,1,1,0,0,1301.0,0,0,0,11,1,164,1,-1,0,3
4118,53,3,1,0,0,3166.0,0,0,2,20,6,14,12,-1,0,3
4119,31,7,1,2,0,585.0,1,1,2,20,8,272,2,-1,0,3
4120,45,9,1,1,0,1412.0,1,0,0,11,8,764,4,-1,0,3
4121,37,7,2,1,0,278.0,1,0,2,3,6,1045,3,-1,0,3
4122,30,2,0,1,0,151.0,1,0,0,23,5,108,4,-1,0,3
4123,40,1,1,0,0,-616.0,1,0,0,21,9,182,1,157,2,0
4124,57,1,0,2,0,461.0,1,0,2,21,8,142,10,-1,0,3
4125,33,1,1,1,0,-409.0,1,0,2,3,6,235,3,-1,0,3
4126,28,0,2,2,0,422.0,1,0,2,9,8,274,1,-1,0,3
4127,45,5,2,2,0,212.0,0,0,2,9,6,63,1,-1,0,3
4128,31,6,1,1,0,2153.0,1,0,0,11,8,239,3,172,1,0
4129,31,9,2,2,0,3729.0,1,0,2,2,6,192,8,-1,0,3
4130,28,1,2,1,0,759.0,1,0,2,9,8,710,1,-1,0,3
4131,72,5,1,0,0,3232.0,0,0,0,12,9,771,2,-1,0,3
4132,30,1,2,1,0,3532.0,1,0,2,26,8,279,5,-1,0,3
4133,42,0,2,1,0,664.0,1,0,0,13,8,113,1,-1,0,3
4134,55,1,1,3,0,1665.0,0,0,1,30,5,89,2,-1,0,3
4135,37,7,1,1,0,4954.0,1,0,0,14,8,290,4,356,3,1
4136,33,4,1,2,0,110.0,1,1,0,17,0,125,4,-1,0,3
4137,28,6,2,1,0,1166.0,0,1,0,30,4,177,3,192,3,1
4138,38,1,2,0,1,-129.0,1,0,0,24,5,138,2,-1,0,3
4139,30,0,1,1,0,2284.0,1,0,0,19,9,154,1,-1,0,3
4140,65,5,1,0,0,308.0,0,0,0,1,11,400,1,-1,0,3
4141,38,0,1,1,0,260.0,1,0,0,10,5,446,1,-1,0,3
4142,40,2,1,1,0,285.0,0,0,0,18,8,261,1,178,1,0
4143,41,4,1,2,0,72.0,1,0,2,7,8,764,3,-1,0,3
4144,38,2,1,1,0,197.0,0,0,2,17,6,979,9,-1,0,3
4145,28,1,1,0,0,5542.0,1,0,0,16,0,404,1,-1,0,3
4146,49,1,1,1,0,1127.0,1,1,0,10,5,579,1,-1,0,3
4147,31,1,1,1,0,1981.0,1,0,0,16,0,198,1,268,2,0
4148,54,7,1,1,0,193.0,0,0,2,6,8,179,2,-1,0,3
4149,37,4,1,2,0,11265.0,0,0,2,18,6,417,1,-1,0,3
4150,26,7,1,1,0,682.0,1,1,2,5,6,166,2,-1,0,3
4151,41,1,1,1,0,10.0,1,0,0,12,8,179,1,-1,0,3
4152,48,1,1,1,0,1562.0,0,0,2,17,6,50,2,-1,0,3
4153,41,1,1,0,0,1601.0,0,0,0,21,9,521,3,-1,0,3
4154,34,7,1,1,0,302.0,1,0,2,7,8,124,1,-1,0,3
4155,35,1,1,1,0,210.0,1,0,0,30,4,626,3,-1,0,3
4156,33,4,1,2,0,0.0,0,0,0,27,1,181,4,-1,0,3
4157,43,4,1,2,0,228.0,1,0,0,26,8,55,1,113,1,0
4158,39,4,1,2,0,575.0,0,0,2,6,6,109,1,-1,0,3
4159,41,1,2,2,0,3649.0,1,0,2,17,6,756,2,-1,0,3
4160,48,4,1,2,0,2266.0,0,0,0,18,9,676,1,-1,0,3
4161,56,4,0,2,1,1381.6510878323932,0,0,2,20,6,60,3,-1,0,3
4162,59,4,1,2,0,1881.0,0,0,0,19,9,456,2,-1,0,3
4163,66,5,2,2,0,0.0,0,0,0,12,10,79,2,-1,0,3
4164,50,1,1,0,0,104.0,1,0,0,17,0,317,3,324,2,1
4165,54,2,2,2,0,5417.0,1,0,0,3,0,376,1,-1,0,3
4166,51,9,1,0,0,223.0,1,0,2,5,6,131,3,-1,0,3
4167,49,2,0,2,0,1342.0,1,1,0,18,9,89,1,-1,0,3
4168,34,4,1,2,0,1273.0,0,0,2,11,1,93,2,-1,0,3
4169,37,0,2,1,0,781.0,0,0,0,20,1,75,1,-1,0,3
4170,38,9,2,2,0,5122.0,1,0,0,20,9,370,1,184,1,0
4171,58,1,0,0,0,820.0,1,0,0,7,5,200,4,-1,0,3
4172,24,1,2,1,0,-424.0,1,0,0,20,0,10,6,-1,0,3
4173,47,7,1,1,0,1381.6510878323932,0,0,0,26,1,266,5,-1,0,3
4174,26,2,1,1,0,-306.0,0,1,0,8,5,342,2,-1,0,3
4175,32,9,1,1,0,1547.0,0,0,0,26,10,289,1,805,4,1
4176,26,0,2,1,0,985.0,1,0,0,6,8,267,2,-1,0,3
4177,28,10,2,0,0,236.0,0,0,0,4,8,193,1,87,3,0
4178,52,5,1,1,0,424.0,0,0,2,18,6,89,3,-1,0,3
4179,25,9,2,1,0,1036.0,1,0,0,25,5,337,2,-1,0,3
4180,39,3,0,0,0,239.0,0,0,0,29,1,204,2,-1,0,3
4181,40,1,1,0,0,238.0,0,0,2,20,6,6,2,-1,0,3
4182,53,9,1,1,0,2052.0,1,0,0,19,9,286,1,-1,0,3
4183,27,0,2,3,0,56.0,1,0,2,16,8,730,2,-1,0,3
4184,47,9,0,1,0,5735.0,0,0,2,19,6,282,2,-1,0,3
4185,51,9,0,1,0,-471.0,0,0,0,26,1,169,2,-1,0,3
4186,33,9,1,3,0,1450.0,0,0,0,27,0,81,1,-1,0,3
4187,35,4,1,2,0,1381.6510878323932,0,0,0,7,1,163,4,-1,0,3
4188,29,0,1,1,0,1.0,1,0,0,15,5,56,3,-1,0,3
4189,42,7,1,1,0,6754.0,0,1,0,20,9,81,2,-1,0,3
4190,37,1,2,1,0,336.0,1,0,2,12,8,152,5,-1,0,3
4191,19,8,2,3,0,60.0,0,0,0,14,1,253,1,-1,0,3
4192,52,1,1,0,0,134.0,1,0,0,15,8,81,2,295,3,0
4193,36,7,2,1,0,9713.0,1,0,2,27,8,72,3,-1,0,3
4194,35,9,2,2,0,130.0,1,0,2,29,8,125,1,-1,0,3
4195,31,9,1,1,0,134.0,0,1,2,4,5,468,6,-1,0,3
4196,51,7,1,1,0,-709.0,1,1,1,23,5,38,1,-1,0,3
4197,46,0,1,1,0,0.0,0,0,0,5,1,109,1,-1,0,3
4198,36,1,1,1,0,604.0,1,0,2,30,8,235,1,-1,0,3
4199,26,1,1,1,0,245.0,1,0,2,28,8,146,2,-1,0,3
4200,37,0,0,2,0,0.0,1,1,0,22,5,139,3,-1,0,3
4201,31,7,2,1,0,0.0,1,0,0,24,5,362,1,-1,0,3
4202,52,1,1,0,0,768.0,0,0,0,4,3,82,3,-1,0,3
4203,38,0,1,1,0,3632.0,1,1,0,13,8,323,1,-1,0,3
4204,51,0,1,1,0,101.0,0,0,0,7,1,217,3,-1,0,3
4205,51,5,1,1,0,35.0,0,1,0,8,5,123,4,-1,0,3
4206,41,9,2,1,0,550.0,1,1,1,11,8,243,1,-1,0,3
4207,41,1,1,0,0,-52.0,1,0,2,8,8,120,5,-1,0,3
4208,59,4,0,0,0,13308.0,1,0,2,13,8,131,1,-1,0,3
4209,39,9,1,2,0,508.0,0,0,0,2,9,154,3,-1,0,3
4210,25,0,2,2,0,760.0,1,0,0,27,3,58,2,-1,0,3
4211,26,9,1,1,0,-119.0,0,1,0,9,5,359,5,-1,0,3
4212,57,4,1,2,0,9103.0,0,1,2,20,6,1098,2,-1,0,3
4213,33,0,2,2,0,490.0,1,0,0,7,8,31,1,363,2,0
4214,55,5,1,0,0,2.0,0,0,2,27,6,392,4,-1,0,3
4215,32,7,1,1,0,1397.0,1,0,0,21,9,224,3,-1,0,3
4216,43,1,1,0,0,3917.0,0,0,0,2,7,154,1,-1,0,3
4217,36,4,1,2,0,356.0,0,0,0,20,1,184,6,-1,0,3
4218,52,4,1,2,0,2920.0,1,0,0,17,9,131,2,-1,0,3
4219,25,1,2,3,0,373.0,1,0,2,27,6,634,2,-1,0,3
4220,51,1,1,0,0,0.0,1,1,0,25,5,946,3,-1,0,3
4221,49,4,0,2,0,2564.0,1,0,0,31,5,744,8,-1,0,3
4222,54,9,1,1,0,0.0,0,0,1,30,0,766,3,84,3,2
4223,40,6,1,0,0,624.0,0,0,0,10,5,228,1,-1,0,3
4224,36,9,2,1,0,351.0,0,0,0,25,1,88,3,-1,0,3
4225,48,10,1,0,0,1381.6510878323932,1,0,2,2,6,345,3,-1,0,3
4226,32,9,1,2,0,593.0,0,0,0,23,2,140,2,201,2,1
4227,58,9,1,1,0,471.0,1,1,1,21,5,61,1,-1,0,3
4228,39,1,1,0,0,1381.6510878323932,1,0,2,5,8,680,2,-1,0,3
4229,55,5,0,1,0,-268.0,0,1,0,24,5,1417,1,-1,0,3
4230,33,1,1,1,0,7063.0,1,0,2,28,8,116,9,-1,0,3
4231,69,5,1,3,0,426.0,0,0,1,10,11,211,2,185,2,2
4232,28,7,2,1,0,1381.6510878323932,1,0,2,4,6,119,2,-1,0,3
4233,30,0,2,1,0,278.0,1,0,0,15,8,148,1,-1,0,3
4234,53,7,1,1,0,579.0,0,0,2,4,6,1224,7,-1,0,3
4235,33,4,1,2,0,2173.0,1,0,0,15,0,871,1,-1,0,3
4236,59,1,1,1,0,786.0,0,1,0,22,5,44,4,-1,0,3
4237,35,1,1,1,0,2432.0,1,0,0,14,8,196,2,-1,0,3
4238,31,9,0,1,0,-1185.0,1,0,2,16,6,81,5,-1,0,3
4239,54,4,0,2,0,-449.0,1,0,0,14,8,691,1,-1,0,3
4240,56,3,1,3,0,1780.0,0,0,0,11,1,111,2,-1,0,3
4241,46,1,1,0,0,874.0,0,0,0,6,1,996,1,-1,0,3
4242,41,3,1,0,0,128.0,0,0,0,6,1,492,2,-1,0,3
4243,33,2,2,2,0,3017.0,0,0,0,21,9,240,3,-1,0,3
4244,41,4,1,2,0,0.0,0,0,0,18,9,716,2,110,3,1
4245,29,8,1,3,0,2229.0,0,0,2,9,5,25,1,252,1,1
4246,74,5,1,2,0,20422.0,0,0,0,12,1,90,2,-1,0,3
4247,55,9,1,0,0,818.0,1,0,0,4,3,185,2,247,3,1
4248,28,7,2,1,0,1636.0,1,0,0,18,8,97,1,355,2,0
4249,35,4,1,2,0,11.0,0,0,0,31,5,22,19,-1,0,3
4250,41,4,2,2,0,2368.0,1,0,0,18,8,241,3,-1,0,3
4251,51,1,1,0,0,40.0,1,0,0,13,8,79,1,370,1,0
4252,50,9,1,1,0,892.0,1,1,2,15,8,234,1,-1,0,3
4253,42,10,1,2,0,0.0,0,0,0,8,10,113,1,-1,0,3
4254,33,1,1,0,0,1209.0,1,0,0,16,0,700,1,-1,0,3
4255,26,1,2,1,0,834.0,0,0,0,26,3,90,1,-1,0,3
4256,43,1,1,0,0,377.0,0,1,2,20,6,11,5,-1,0,3
4257,37,4,1,2,0,478.0,0,0,0,8,1,95,2,-1,0,3
4258,56,1,1,0,0,284.0,0,1,1,3,3,124,4,204,4,0
4259,52,4,1,2,0,809.0,0,0,0,4,1,121,1,-1,0,3
4260,35,6,1,1,0,-3.0,0,0,2,9,6,438,5,-1,0,3
4261,52,9,1,1,0,851.0,0,0,2,17,6,87,2,-1,0,3
4262,45,1,1,2,0,706.0,1,1,0,14,5,66,2,-1,0,3
4263,52,9,0,1,0,643.0,1,0,0,4,3,270,1,-1,0,3
4264,27,0,2,0,0,528.0,1,1,0,18,8,267,2,311,2,0
4265,40,9,1,1,0,8536.0,1,1,0,14,8,487,2,-1,0,3
4266,57,4,1,2,0,2681.0,0,0,0,11,7,266,2,-1,0,3
4267,40,0,2,3,0,358.0,1,0,0,2,6,350,1,-1,0,3
4268,48,0,1,0,0,3.0,1,0,0,3,3,69,1,252,4,0
4269,8,1,0,1,0,25.0,1,0,0,7,8,166,1,-1,0,3
4270,44,9,0,1,0,0.0,1,1,0,14,1,388,2,-1,0,3
4271,36,0,0,1,0,50.0,1,0,0,6,8,222,1,-1,0,3
4272,33,7,2,1,0,192.0,0,0,0,24,5,255,1,-1,0,3
4273,35,11,1,0,0,4144.0,0,0,0,21,1,310,3,-1,0,3
4274,40,4,1,0,0,738.0,1,1,0,2,0,399,2,258,3,0
4275,53,6,1,2,0,4397.0,1,0,2,12,6,252,1,-1,0,3
4276,32,9,1,1,0,484.0,1,0,0,15,3,83,6,187,3,2
4277,31,4,2,2,0,2590.0,0,0,0,23,11,103,2,484,2,1
4278,45,1,2,0,0,2121.0,0,0,0,21,9,326,2,-1,0,3
4279,37,1,1,1,0,43.0,1,0,2,20,6,250,3,-1,0,3
4280,52,1,2,0,0,2024.0,1,0,2,14,8,314,1,-1,0,3
4281,54,5,1,1,0,2950.0,0,0,0,11,1,45,2,-1,0,3
4282,37,1,2,0,0,7027.0,0,0,2,9,6,65,1,-1,0,3
4283,43,10,1,1,0,3.0,0,0,0,21,5,231,2,-1,0,3
4284,33,7,1,1,0,1082.0,1,1,0,19,9,351,1,-1,0,3
4285,20,8,2,1,0,88.0,0,0,1,21,10,621,1,181,4,1
4286,33,9,1,1,0,1021.0,1,0,2,3,6,361,3,-1,0,3
4287,33,9,0,1,0,3.0,0,0,0,4,3,222,1,-1,0,3
4288,35,1,1,1,0,247.0,1,1,0,13,8,114,1,352,5,0
4289,41,9,1,2,0,-210.0,1,1,2,23,8,210,1,-1,0,3
4290,41,7,1,3,0,4.0,0,0,2,6,8,284,2,-1,0,3
4291,42,1,1,0,0,0.0,1,0,0,17,5,71,1,-1,0,3
4292,26,4,2,2,0,948.0,1,0,0,17,1,125,1,-1,0,3
4293,41,3,1,2,0,4958.0,1,0,0,19,9,175,1,183,1,0
4294,42,1,2,1,0,2535.0,1,0,2,14,8,339,1,-1,0,3
4295,31,8,2,2,0,479.0,1,0,2,29,8,72,12,-1,0,3
4296,41,0,1,1,0,1796.0,0,0,1,15,2,476,1,193,1,0
4297,33,9,1,2,0,0.0,1,0,0,22,5,75000,1,-1,0,3
4298,31,9,2,2,0,221.0,1,0,2,19,8,145,3,-1,0,3
4299,41,1,1,1,0,114.0,1,0,2,2,6,82,3,-1,0,3
4300,30,1,2,1,0,75.0,1,0,2,16,8,123,1,-1,0,3
4301,40,2,1,1,0,1416.0,1,0,2,14,8,210,2,-1,0,3
4302,45,2,1,1,0,242.0,0,1,0,4,3,510,1,198,4,0
4303,41,0,2,1,0,219.0,1,0,0,28,4,119,1,268,1,1
4304,47,9,1,1,0,-59.0,1,1,0,11,8,502,1,343,2,0
4305,56,4,0,2,0,968.0,0,0,0,17,9,105,1,-1,0,3
4306,35,10,2,0,0,68.0,0,0,0,3,5,175,1,-1,0,3
4307,49,0,2,1,0,827.0,1,0,0,30,4,61,1,-1,0,3
4308,58,5,1,1,0,3542.0,1,0,1,29,5,345,17,-1,0,3
4309,35,0,2,1,0,1070.0,0,0,0,20,9,251,2,-1,0,3
4310,48,9,0,2,0,113.0,0,1,0,22,5,38,1,-1,0,3
4311,36,4,2,2,0,1381.6510878323932,1,0,0,10,5,111,1,-1,0,3
4312,44,9,1,1,0,2776.0,1,0,0,27,4,701,2,-1,0,3
4313,35,6,1,1,0,273.0,0,0,2,20,6,28,4,-1,0,3
4314,77,5,1,0,0,2590.0,0,0,1,12,1,345,1,178,20,0
4315,30,1,1,1,0,0.0,1,0,0,12,8,439,1,-1,0,3
4316,44,9,0,1,0,982.0,1,0,0,20,8,650,3,-1,0,3
4317,54,1,0,1,0,255.0,1,0,2,27,6,140,2,-1,0,3
4318,50,9,1,1,0,103.0,1,0,0,3,3,109,4,267,6,0
4319,53,7,1,1,0,6170.0,0,0,0,13,1,838,4,-1,0,3
4320,32,1,2,2,0,0.0,1,0,0,5,8,196,1,-1,0,3
4321,39,7,1,1,0,1205.0,1,0,2,6,8,118,2,-1,0,3
4322,52,4,1,2,0,1065.0,1,1,2,30,8,159,1,-1,0,3
4323,38,1,1,0,0,1099.0,1,0,0,15,8,22,5,-1,0,3
4324,52,4,1,2,0,0.0,0,0,0,22,1,232,2,-1,0,3
4325,31,1,2,1,0,-457.0,1,0,0,6,8,270,4,366,2,0
4326,22,8,2,3,0,1.0,0,0,1,15,6,263,4,-1,0,3
4327,55,10,1,1,0,12.0,0,0,0,8,0,167,1,-1,0,3
4328,55,10,2,0,0,5.0,1,0,2,30,8,63,2,-1,0,3
4329,35,4,2,2,0,397.0,1,0,0,17,0,594,1,-1,0,3
4330,35,2,1,2,0,7962.0,1,0,0,9,0,275,2,140,2,0
4331,43,4,0,3,0,7702.0,0,0,0,1,11,108,7,102,3,2
4332,31,9,1,1,0,30.0,0,0,1,11,1,133,5,-1,0,3
4333,45,3,2,1,0,5287.0,0,0,2,6,6,252,2,-1,0,3
4334,45,6,1,2,0,0.0,1,1,0,15,5,372,4,-1,0,3
4335,49,6,1,2,0,503.0,1,0,0,21,5,507,1,-1,0,3
4336,58,9,2,2,0,388.0,0,0,0,19,9,96,1,-1,0,3
4337,31,7,1,1,0,-704.0,1,0,2,27,8,195,2,-1,0,3
4338,45,7,2,1,0,1377.0,1,0,2,28,8,171,5,-1,0,3
4339,52,7,1,1,0,497.0,1,0,1,15,5,265,5,-1,0,3
4340,37,1,1,1,0,288.0,1,0,0,5,8,159,6,-1,0,3
4341,42,6,1,2,0,83.0,1,0,0,20,1,140,4,-1,0,3
4342,34,9,1,1,0,1057.0,0,1,0,27,1,176,10,-1,0,3
4343,27,9,2,1,0,471.0,1,1,0,24,5,136,2,-1,0,3
4344,33,1,1,1,0,25.0,1,0,2,23,8,3,3,-1,0,3
4345,40,1,1,1,0,3316.0,0,0,2,19,6,102,3,-1,0,3
4346,31,9,1,1,0,450.0,0,1,0,20,9,111,2,129,0,0
4347,30,8,2,2,0,25.0,1,0,2,5,8,89,2,-1,0,3
4348,50,0,0,1,0,797.0,1,0,1,21,9,205,3,119,8,0
4349,65,5,1,1,0,1370.0,0,0,0,12,9,177,1,92,1,0
4350,34,9,1,1,0,5266.0,0,0,0,8,1,140,4,-1,0,3
4351,40,4,1,2,0,51.0,0,0,0,19,1,164,2,-1,0,3
4352,30,9,1,1,0,13.0,1,1,0,24,5,205,1,-1,0,3
4353,36,4,2,2,0,1381.6510878323932,1,0,0,13,8,131,1,-1,0,3
4354,43,4,2,2,0,690.0,1,0,2,30,8,58,1,-1,0,3
4355,32,1,2,1,0,127.0,1,0,0,5,8,195,1,-1,0,3
4356,40,0,2,1,0,877.0,1,0,2,28,8,318,6,-1,0,3
4357,47,4,1,1,0,834.0,0,0,2,10,8,165,1,-1,0,3
4358,44,7,1,0,0,3.0,1,0,0,7,8,228,1,-1,0,3
4359,32,9,1,1,0,1840.0,1,0,0,25,1,99,2,-1,0,3
4360,28,1,1,1,0,1827.0,1,0,2,19,8,211,2,-1,0,3
4361,34,2,1,2,0,475.0,1,1,0,9,5,1156,1,-1,0,3
4362,39,9,2,1,0,201.0,0,1,2,6,6,148,4,-1,0,3
4363,56,1,1,1,0,1255.0,1,0,1,8,8,145,1,-1,0,3
4364,40,1,1,0,0,2562.0,1,0,2,15,8,487,4,-1,0,3
4365,29,1,1,0,0,59.0,1,1,0,29,5,665,4,-1,0,3
4366,45,9,2,2,0,0.0,0,0,0,22,1,87,4,-1,0,3
4367,39,9,1,1,0,10685.0,1,0,0,25,5,1369,9,-1,0,3
4368,43,0,1,1,0,429.0,1,0,2,27,8,222,4,-1,0,3
4369,48,1,1,1,0,-202.0,1,1,0,30,5,225,4,-1,0,3
4370,31,1,1,1,0,2591.0,1,0,0,20,9,55,1,-1,0,3
4371,29,7,2,1,0,209.0,1,0,0,28,5,487,7,-1,0,3
4372,41,9,2,3,0,4223.0,0,1,0,20,9,133,1,-1,0,3
4373,42,1,1,1,0,-755.0,1,1,2,2,6,312,1,-1,0,3
4374,49,6,0,2,0,3293.0,0,0,0,8,7,111,3,585,6,1
4375,44,4,1,1,0,8262.0,1,0,0,23,5,201,16,-1,0,3
4376,39,9,1,1,0,616.0,0,0,1,8,2,170,1,-1,0,3
4377,29,4,1,2,0,1366.0,1,0,0,29,4,90,2,245,3,0
4378,31,4,2,2,0,924.0,0,0,0,5,6,207,2,98,1,2
4379,31,0,1,1,0,8784.0,1,0,2,21,8,63,2,-1,0,3
4380,32,4,1,2,0,820.0,1,0,0,17,5,738,3,-1,0,3
4381,39,0,2,1,0,-25.0,1,0,2,6,8,576,1,-1,0,3
