,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34240,49,6,1,1,0,289.0,1,0,0,2,3,243,1,-1,0,3,0
34242,40,1,1,1,0,978.0,0,0,2,3,5,385,6,-1,0,3,0
34243,36,10,0,1,0,1366.0,0,1,0,2,3,131,1,-1,0,3,0
34244,30,4,2,2,0,720.0,0,0,0,15,4,1265,4,210,4,1,1
34245,42,1,1,1,0,-128.0,0,1,0,28,5,180,4,-1,0,3,0
34246,48,4,1,2,0,770.0,0,1,0,5,1,263,2,-1,0,3,0
34247,37,1,1,0,0,3242.0,1,0,2,21,8,-20,1,-1,0,3,0
34248,30,0,1,1,0,182.0,1,1,0,5,8,143,1,364,1,0,0
34249,47,4,2,2,0,86.0,0,0,0,2,3,1086,1,-1,0,3,1
34250,19,8,2,1,0,424.0,0,0,0,30,6,121,3,195,2,1,0
34251,36,4,2,2,0,62.0,0,0,1,31,5,43,34,-1,0,3,0
34252,58,1,1,0,0,3.0,0,1,1,29,5,55,16,-1,0,3,0
34253,60,4,1,2,0,13360.0,0,1,2,5,6,264,1,-1,0,3,0
34255,33,1,1,1,0,379.0,1,1,0,16,6,263,2,-1,0,3,1
34256,59,5,2,1,1,1364.645545435511,0,1,0,14,5,94,3,-1,0,3,0
34257,30,9,2,2,0,880.0,1,1,2,19,8,967,6,-1,0,3,1
34258,48,0,1,1,0,6532.0,1,0,2,14,8,312,5,-1,0,3,0
34259,57,7,1,1,0,1556.0,1,0,0,20,9,-20,1,-1,0,3,0
34260,34,7,2,1,0,0.0,1,0,0,6,8,307,2,-1,0,3,0
34261,70,5,0,0,0,4531.0,0,0,0,18,8,445,1,-1,0,3,0
34262,33,1,1,1,1,-354.0,1,1,0,28,4,104,1,245,2,0,0
34263,56,9,0,1,0,689.0,1,0,0,17,9,110,1,103,4,0,0
34264,26,1,1,0,0,133.0,0,1,0,25,5,57,3,-1,0,3,0
34265,55,2,1,0,0,298.0,1,0,2,8,8,144,2,-1,0,3,0
34266,21,9,2,2,0,61.0,0,1,0,8,5,141,1,-1,0,3,0
34267,33,4,2,2,0,659.0,1,0,0,19,9,311,1,-1,0,3,0
34268,47,1,1,0,0,0.0,0,0,0,7,1,293,4,-1,0,3,0
34270,26,9,2,1,0,1842.0,1,1,0,22,5,611,2,-1,0,3,0
34271,38,1,2,3,0,5338.0,0,0,1,19,9,201,1,-1,0,3,0
34272,41,0,1,1,0,4320.0,1,0,2,5,6,245,2,-1,0,3,0
34273,32,1,2,1,0,5.0,1,1,2,8,8,134,1,-1,0,3,0
34274,33,9,2,1,0,0.0,0,0,0,26,1,73,4,-1,0,3,0
34275,42,4,1,2,0,8794.0,1,0,2,29,8,166,3,-1,0,3,0
34276,51,7,1,1,0,434.0,0,0,0,5,1,513,2,-1,0,3,0
34277,40,9,1,1,0,171.0,0,0,0,27,1,81,3,-1,0,3,0
34278,32,4,1,0,1,-1161.0,1,1,0,30,4,445,5,-1,0,3,0
34279,45,4,2,2,0,0.0,0,0,2,12,8,55,2,-1,0,3,0
34280,41,1,1,0,0,389.0,1,0,2,16,6,127,2,-1,0,3,0
34281,34,4,1,1,0,-311.0,1,0,2,27,8,305,2,-1,0,3,0
34282,29,1,1,1,0,339.0,1,0,0,15,8,63,3,354,2,0,0
34283,51,4,2,2,0,2139.0,0,0,0,17,9,176,2,-1,0,3,0
34284,40,7,1,0,0,-9.0,1,0,2,15,8,920,2,-1,0,3,1
34285,25,7,2,2,0,12.0,0,0,0,12,6,126,6,-1,0,3,1
34286,38,4,1,2,0,500.0,1,1,0,16,5,81,7,-1,0,3,0
34287,37,9,1,1,0,1613.0,1,0,0,8,8,266,1,281,11,1,0
34288,63,9,1,1,0,896.0,1,0,0,28,4,115,3,91,4,1,0
34289,34,10,2,1,0,371.0,0,0,0,28,4,52,1,-1,0,3,0
34290,33,9,1,1,0,620.0,0,0,0,14,1,106,2,-1,0,3,0
34291,22,8,2,1,0,489.0,0,0,2,28,8,223,5,-1,0,3,0
34292,34,1,1,1,0,577.0,0,0,2,14,8,337,1,-1,0,3,0
34293,49,4,1,2,0,78.0,0,1,0,17,5,257,2,-1,0,3,0
34294,53,1,1,0,0,634.0,1,0,2,16,8,475,2,-1,0,3,0
34295,49,1,1,1,0,0.0,0,1,1,10,5,564,2,-1,0,3,0
34296,35,7,2,1,0,1227.0,1,1,2,28,8,283,3,-1,0,3,0
34297,36,6,2,1,0,74.0,1,1,0,12,8,198,2,-1,0,3,0
34298,32,4,2,2,0,1345.0,1,0,2,12,8,289,3,-1,0,3,0
34299,58,1,1,0,0,0.0,0,0,1,13,1,181,1,-1,0,3,0
34300,68,5,0,0,0,2027.0,0,0,0,15,6,619,2,92,2,2,1
34301,40,4,1,2,0,2935.0,1,0,0,18,1,192,2,-1,0,3,0
34302,31,3,1,1,0,0.0,1,0,0,10,5,270,1,-1,0,3,0
34303,37,9,0,1,0,262.0,1,0,0,8,8,268,1,281,4,1,0
34304,31,6,1,2,0,3.0,1,0,0,29,5,215,4,-1,0,3,0
34305,35,10,1,1,0,2080.0,1,0,1,14,0,266,3,-1,0,3,0
34306,33,4,2,2,0,21096.0,1,0,2,2,6,144,2,-1,0,3,0
34307,58,5,0,1,0,0.0,0,0,2,17,6,436,5,-1,0,3,0
34308,46,0,0,1,0,1364.645545435511,0,0,0,1,6,110,1,-1,0,3,0
34309,37,7,1,1,0,1372.0,1,0,2,6,6,129,2,-1,0,3,0
34310,54,1,0,1,0,1145.0,1,0,0,7,8,178,3,-1,0,3,0
34311,33,6,1,2,0,980.0,0,0,0,25,5,170,3,-1,0,3,0
34312,54,6,2,2,0,1364.645545435511,0,0,1,21,9,336,1,-1,0,3,0
34313,60,9,1,1,0,0.0,0,0,0,19,1,83,2,-1,0,3,0
34314,53,5,1,0,0,1364.645545435511,0,0,0,30,5,123,1,-1,0,3,0
34315,41,1,1,1,0,1459.0,0,0,2,5,6,82,2,-1,0,3,0
34316,52,10,1,2,0,1023.0,0,0,0,7,5,107,6,-1,0,3,0
34317,38,1,1,0,0,0.0,1,0,0,17,9,78,2,193,2,0,0
34319,37,4,1,1,0,-499.0,1,0,0,21,9,71,2,-1,0,3,0
34320,29,4,2,2,0,0.0,1,0,0,12,8,116,2,-1,0,3,0
34321,40,4,2,2,0,377.0,0,0,0,22,8,91,1,-1,0,3,0
34322,33,4,2,2,0,5945.0,1,0,0,19,9,190,1,-1,0,3,0
34323,51,9,1,1,0,371.0,1,1,0,21,10,287,1,-1,0,3,1
34324,32,7,1,1,0,1364.645545435511,1,0,0,19,9,770,1,-1,0,3,0
34325,34,0,1,2,0,262.0,1,0,0,28,5,359,3,-1,0,3,0
34326,57,0,1,1,0,0.0,1,0,1,17,9,92,1,-1,0,3,0
34327,21,8,2,0,0,1596.0,0,0,0,25,8,101,2,-1,0,3,0
34328,34,7,2,0,0,25.0,1,1,0,9,0,96,4,314,8,1,0
34329,32,1,1,1,0,3166.0,1,0,0,20,9,418,3,-1,0,3,0
34330,38,7,0,0,0,0.0,1,0,0,20,0,355,3,151,3,0,0
34331,26,8,2,3,0,603.0,0,0,0,28,10,73,1,-1,0,3,0
34332,32,0,2,1,0,6188.0,1,1,0,18,9,147,1,-1,0,3,0
34333,31,9,2,2,0,849.0,0,0,0,19,9,94,1,-1,0,3,0
34334,23,8,2,1,0,1234.0,0,0,0,15,3,379,1,91,1,2,1
34335,46,10,0,1,0,3354.0,1,0,0,19,9,522,1,174,1,2,1
34336,32,1,2,1,0,2093.0,0,0,0,24,11,224,2,444,1,0,1
34337,51,1,1,1,0,0.0,0,1,2,3,5,109,1,-1,0,3,0
34338,45,9,1,1,0,351.0,1,0,1,29,1,18,2,-1,0,3,0
34339,50,0,1,1,0,1364.645545435511,0,1,0,5,3,273,3,-1,0,3,0
34340,38,4,1,2,0,5779.0,1,0,2,23,8,75,3,-1,0,3,0
34341,33,9,2,1,0,513.0,1,0,2,9,8,53,4,-1,0,3,0
34342,31,1,1,1,0,3653.0,1,1,0,21,9,252,1,168,4,0,0
34343,30,10,1,1,0,1210.0,0,0,0,9,5,100,4,-1,0,3,0
34344,35,10,1,2,0,1849.0,1,0,0,15,8,111,1,-1,0,3,0
34345,34,1,2,1,0,1156.0,1,0,2,23,8,234,2,-1,0,3,0
34346,29,1,2,1,0,1958.0,1,0,0,9,5,643,1,-1,0,3,0
34347,37,1,1,0,0,175.0,1,1,0,4,3,430,2,272,3,1,0
34348,26,8,2,2,0,5169.0,1,0,0,20,0,639,2,-1,0,3,0
34349,32,0,2,1,0,6042.0,1,0,0,15,8,183,1,361,1,0,0
34350,39,4,1,2,0,942.0,1,0,0,13,8,564,2,265,4,1,0
34351,33,1,1,1,0,-349.0,1,0,2,6,8,191,1,-1,0,3,0
34352,47,0,1,1,0,175.0,1,0,0,26,1,102,7,-1,0,3,0
34353,41,1,1,3,0,2361.0,0,0,0,14,8,91,1,-1,0,3,0
34354,44,0,2,1,0,-30.0,1,0,2,7,8,404,5,-1,0,3,0
34355,50,9,1,2,0,1830.0,0,0,0,14,8,318,3,-1,0,3,0
34357,36,0,1,3,0,2323.0,0,0,0,19,9,111,1,-1,0,3,0
34358,39,9,1,1,0,501.0,0,0,2,26,8,289,1,-1,0,3,0
34359,55,5,1,1,0,185.0,0,0,0,28,1,26,4,-1,0,3,0
34360,32,0,1,1,0,2664.0,1,0,0,29,5,242,7,-1,0,3,0
34361,33,3,1,2,0,4958.0,1,0,2,20,8,434,1,-1,0,3,0
34362,34,0,2,1,0,598.0,1,0,0,17,0,365,1,324,1,0,0
34363,48,10,1,1,0,41.0,1,0,2,5,8,179,2,-1,0,3,0
34364,48,9,1,1,0,1764.0,1,0,2,14,8,125,2,-1,0,3,0
34365,37,4,2,2,0,5340.0,1,0,0,19,9,101,2,104,4,0,0
34366,39,1,1,0,0,332.0,1,0,2,8,8,277,3,-1,0,3,0
34367,31,4,1,2,0,1750.0,1,0,1,14,8,90,3,-1,0,3,0
34368,35,4,1,1,0,533.0,0,0,0,6,1,221,12,-1,0,3,0
34369,29,9,2,1,0,740.0,1,0,2,28,8,194,3,-1,0,3,0
34370,40,0,2,1,0,3895.0,1,0,0,14,8,305,3,296,11,1,0
34371,53,9,1,1,0,264.0,0,0,1,27,3,429,4,-1,0,3,0
34372,29,1,1,1,0,104.0,1,0,0,18,8,903,4,-1,0,3,1
34373,40,4,2,2,0,404.0,0,0,0,27,1,125,7,-1,0,3,0
34374,46,7,1,1,0,236.0,0,0,0,27,1,320,28,-1,0,3,0
34375,61,5,1,1,0,1364.645545435511,0,0,0,22,6,292,1,578,2,0,0
34376,40,9,1,1,0,590.0,1,0,2,23,8,242,3,-1,0,3,0
34377,42,4,1,2,0,0.0,1,0,2,20,6,34,3,-1,0,3,0
34378,53,4,1,2,0,1102.0,0,0,0,24,5,78,1,-1,0,3,0
34379,47,10,0,1,1,342.0,1,0,0,15,0,177,1,-1,0,3,0
34380,47,1,1,1,0,116.0,1,0,2,8,8,376,2,-1,0,3,0
34381,49,4,1,2,0,1216.0,1,1,2,30,8,244,2,-1,0,3,0
34382,32,7,2,1,0,6983.0,0,0,0,7,1,255,1,-1,0,3,1
34383,59,4,1,2,0,2540.0,0,0,0,16,5,1432,5,-1,0,3,0
34384,40,3,1,0,0,322.0,0,0,2,17,6,140,2,-1,0,3,0
34385,57,5,1,1,0,4365.0,0,0,0,11,1,491,1,-1,0,3,0
34386,45,7,1,1,0,759.0,1,0,2,2,6,172,2,-1,0,3,0
34387,40,4,1,1,0,6695.0,1,0,2,30,8,115,1,-1,0,3,0
34388,29,9,2,2,0,2325.0,0,0,0,2,3,125,1,-1,0,3,1
34389,35,0,1,1,0,-428.0,1,1,0,10,5,147,1,-1,0,3,0
34390,50,9,1,1,0,841.0,1,0,2,29,8,54,2,-1,0,3,0
34391,29,7,2,3,0,33.0,0,0,2,1,5,161,1,-1,0,3,0
34392,43,4,0,2,0,497.0,0,0,0,13,8,66,2,363,22,0,0
34393,40,1,1,1,0,1631.0,1,0,2,26,8,51,5,-1,0,3,0
34394,51,0,1,1,0,-895.0,1,0,0,20,0,104,5,-1,0,3,0
34395,27,0,1,1,0,-247.0,1,1,2,4,6,344,2,-1,0,3,0
34397,31,10,2,2,0,1611.0,1,0,2,23,8,154,2,-1,0,3,0
34398,57,6,1,2,1,-3313.0,1,1,2,9,8,153,1,-1,0,3,0
34399,31,4,1,2,0,-235.0,1,0,0,20,0,546,2,-1,0,3,0
34400,57,9,0,2,0,437.0,0,0,0,26,1,435,5,-1,0,3,0
34401,54,9,0,1,0,1114.0,1,0,0,30,4,81,1,-1,0,3,0
34403,42,9,1,1,0,0.0,0,0,2,9,6,81,1,-1,0,3,0
34404,52,4,0,2,0,-297.0,1,0,2,20,6,11,21,-1,0,3,0
34405,40,1,1,0,0,-214.0,1,0,0,16,0,348,2,266,1,1,0
34407,39,4,0,2,0,-999.0,1,0,2,27,8,313,1,-1,0,3,0
34408,47,9,0,1,0,22.0,0,0,0,18,8,17,6,-1,0,3,0
34409,52,5,1,1,0,1956.0,0,0,2,6,6,384,2,-1,0,3,0
34410,34,9,1,1,0,118.0,1,0,0,18,8,53,4,262,2,0,0
34411,39,4,1,2,0,588.0,1,1,0,2,3,2256,2,-1,0,3,0
34412,58,7,2,1,0,1430.0,1,0,0,20,0,861,6,321,5,0,0
34413,34,7,1,1,0,-16.0,1,1,2,5,8,78,1,-1,0,3,0
34414,34,1,1,3,0,-17.0,1,0,2,15,8,319,7,-1,0,3,0
34415,45,9,0,1,0,159.0,1,0,2,26,8,66,3,-1,0,3,0
34416,46,9,1,1,0,388.0,0,0,0,4,3,6,9,7,1,1,0
34417,44,4,1,2,0,1732.0,1,0,2,30,8,43,1,-1,0,3,0
34418,51,1,1,2,0,2404.0,1,0,1,20,9,30,1,-1,0,3,0
34419,51,0,0,1,0,2717.0,0,0,2,9,6,559,2,-1,0,3,0
34420,32,10,2,1,0,1249.0,1,0,0,20,9,160,1,171,4,1,0
34421,52,5,0,0,0,353.0,0,0,0,31,5,395,4,-1,0,3,0
34422,49,5,1,0,0,1672.0,0,0,0,17,5,128,3,-1,0,3,0
34423,52,7,1,1,0,1351.0,1,0,1,6,3,11,3,-1,0,3,0
34425,35,4,1,2,0,4286.0,1,0,2,9,8,357,1,-1,0,3,0
34426,32,7,1,1,0,2833.0,1,0,0,30,7,415,1,-1,0,3,0
34427,29,4,2,2,0,1895.0,0,0,0,28,5,97,6,-1,0,3,0
34428,32,4,2,2,0,20.0,0,0,0,14,1,1151,2,-1,0,3,1
34429,38,1,1,0,0,7944.0,0,0,2,17,6,116,3,-1,0,3,0
34430,31,1,1,0,0,951.0,1,0,0,13,8,206,1,-1,0,3,0
34431,39,7,1,1,0,695.0,1,0,2,28,8,429,10,-1,0,3,0
34432,61,5,1,1,0,3114.0,0,0,0,13,9,381,1,-1,0,3,1
34433,43,4,1,2,0,-127.0,0,0,0,6,1,400,2,-1,0,3,0
34434,31,9,2,1,0,1.0,1,0,0,12,8,223,1,-1,0,3,0
34435,67,4,1,1,0,3240.0,0,0,0,20,8,129,1,-1,0,3,0
34436,34,0,0,1,0,564.0,0,1,0,7,5,445,1,-1,0,3,0
34437,26,1,2,1,0,330.0,1,0,0,18,8,156,1,348,1,0,0
34438,31,9,2,2,0,0.0,1,0,0,17,5,90,1,-1,0,3,0
34439,30,8,2,2,0,1364.645545435511,0,0,0,21,9,834,1,-1,0,3,1
34440,39,4,2,1,0,1877.0,1,0,2,6,8,185,1,-1,0,3,0
34441,41,9,0,2,0,24055.0,0,1,2,20,6,132,1,-1,0,3,0
34442,25,8,1,2,0,0.0,1,0,0,9,5,160,2,-1,0,3,0
34443,36,0,0,1,0,-37.0,1,0,2,27,8,151,1,-1,0,3,0
34444,51,9,1,1,0,-1944.0,1,0,0,7,8,623,1,-1,0,3,1
34445,47,0,1,1,0,1863.0,1,1,0,14,8,151,4,-1,0,3,0
34446,34,10,1,2,0,473.0,0,0,0,28,1,94,11,-1,0,3,0
34447,60,1,1,0,0,703.0,0,0,2,20,6,24,7,-1,0,3,0
34448,44,3,1,1,0,829.0,0,0,0,28,5,47,3,-1,0,3,0
34449,56,1,0,0,0,7396.0,1,0,0,19,9,115,2,-1,0,3,0
34450,37,7,1,1,0,4760.0,1,0,0,8,8,182,2,169,2,0,0
34451,29,7,2,2,0,8947.0,1,0,0,4,8,535,2,-1,0,3,0
34452,54,1,1,1,0,524.0,1,0,2,15,8,55,1,-1,0,3,0
34453,44,1,1,1,0,837.0,1,0,0,6,3,218,1,-1,0,3,0
34454,40,4,1,2,0,1734.0,1,0,2,2,6,169,1,-1,0,3,0
34456,40,1,1,1,0,1060.0,0,1,0,31,5,137,6,-1,0,3,0
34457,50,1,1,0,0,3764.0,0,0,1,9,11,214,2,99,4,0,1
34458,41,1,1,1,0,59.0,1,0,2,15,8,75,8,-1,0,3,0
34459,31,4,2,2,0,354.0,0,0,0,30,0,502,1,9,2,2,1
34460,26,9,2,1,0,4859.0,0,0,0,19,10,90,2,92,3,1,0
34461,32,0,1,2,0,-421.0,1,1,2,28,8,101,2,-1,0,3,0
34462,27,9,2,2,0,11862.0,0,0,1,25,8,281,5,101,1,2,0
34463,39,6,2,2,0,1364.645545435511,0,0,2,16,6,13,1,-1,0,3,0
34464,37,4,0,2,0,153.0,1,0,0,30,0,221,1,70,2,1,0
34465,33,1,2,2,0,350.0,1,0,2,24,6,137,5,-1,0,3,0
34466,47,10,1,1,0,351.0,1,1,2,29,8,370,1,-1,0,3,0
34467,31,7,0,1,0,1364.645545435511,1,0,0,18,8,13,8,-1,0,3,0
34468,49,9,1,1,0,133.0,0,0,0,31,5,81,5,-1,0,3,0
34469,42,0,0,1,0,0.0,1,0,2,7,8,229,2,-1,0,3,0
34470,26,1,2,1,0,1.0,1,0,0,22,5,36,2,-1,0,3,0
34471,20,1,1,0,0,-172.0,1,1,2,19,8,238,3,-1,0,3,0
34472,58,7,1,1,0,5087.0,0,0,2,19,6,135,1,-1,0,3,0
34473,43,2,1,2,0,13342.0,1,0,0,18,9,465,1,-1,0,3,0
34474,30,4,1,2,0,5204.0,1,0,0,19,9,117,1,-1,0,3,0
34475,36,9,1,1,0,264.0,1,1,0,9,5,482,1,-1,0,3,0
34476,34,1,1,1,0,2305.0,1,0,0,18,9,301,1,-1,0,3,0
34477,37,6,1,2,0,1146.0,0,1,0,9,5,80,1,-1,0,3,0
34478,41,7,1,1,0,121.0,1,0,0,17,0,41,1,324,1,1,0
34479,40,7,2,1,0,402.0,0,1,0,7,5,264,1,-1,0,3,0
34480,48,4,1,2,0,5057.0,0,1,0,19,9,37,1,-1,0,3,0
34481,25,1,1,1,0,0.0,0,1,0,15,5,1424,4,-1,0,3,1
34482,30,10,2,1,1,-770.0,1,0,2,28,8,87,1,-1,0,3,0
34483,45,9,2,1,0,-55.0,0,0,0,16,5,124,1,-1,0,3,0
34484,40,1,1,1,0,755.0,0,0,0,17,9,408,1,117,1,0,0
34486,39,7,2,1,0,1364.645545435511,0,0,2,5,6,372,1,-1,0,3,0
34487,41,9,2,2,0,1413.0,0,0,1,26,1,81,5,-1,0,3,0
34488,62,6,0,2,0,6.0,1,0,0,13,0,103,1,182,3,2,1
34489,44,2,1,1,0,1364.645545435511,0,1,0,14,5,194,2,-1,0,3,0
34490,40,1,1,0,0,0.0,0,0,2,20,6,618,4,-1,0,3,0
34491,54,1,1,0,0,45.0,1,0,2,18,6,142,20,-1,0,3,0
34492,59,5,0,2,0,559.0,1,0,2,13,8,168,2,-1,0,3,0
34493,37,10,0,1,0,74.0,1,0,2,7,8,150,1,-1,0,3,0
34495,72,6,1,2,0,132.0,0,0,0,27,0,444,1,-1,0,3,1
34496,28,1,2,0,0,0.0,1,1,2,3,6,380,4,-1,0,3,0
34497,44,6,0,2,0,1070.0,1,0,0,12,1,137,2,104,3,2,1
34498,44,7,2,1,0,2886.0,0,0,2,20,6,31,1,-1,0,3,0
34500,54,6,1,1,0,9.0,1,0,0,22,5,113,2,-1,0,3,0
34501,41,7,0,1,0,654.0,1,0,0,13,8,139,2,-1,0,3,0
34502,41,9,1,1,0,335.0,0,0,0,18,1,169,3,-1,0,3,0
34503,34,4,2,2,0,681.0,0,0,0,6,1,637,2,-1,0,3,1
34504,32,4,2,2,0,27.0,1,0,0,18,9,261,1,-1,0,3,0
34506,40,4,1,2,0,2147.0,1,0,2,30,8,115,1,-1,0,3,0
34507,55,7,2,1,0,1364.645545435511,0,0,2,20,6,65,2,-1,0,3,0
34508,51,7,1,0,0,56.0,0,1,0,24,5,149,2,-1,0,3,0
34509,53,3,1,0,0,70.0,0,0,0,21,1,77,8,-1,0,3,0
34511,37,4,0,2,0,641.0,1,0,0,7,8,334,1,-1,0,3,0
34512,29,7,1,1,0,222.0,1,0,0,3,3,197,1,250,23,0,0
34513,29,9,2,1,0,362.0,0,0,0,9,3,826,7,-1,0,3,0
34515,57,4,1,2,0,350.0,0,0,1,4,8,87,3,-1,0,3,0
34516,39,4,1,2,0,0.0,1,0,0,14,8,11,15,261,38,0,0
34517,36,1,1,0,0,398.0,1,0,2,12,6,278,1,-1,0,3,0
34518,41,4,2,2,0,1364.645545435511,0,0,0,31,5,24,4,-1,0,3,0
34519,46,1,1,0,0,2904.0,0,0,0,20,0,277,2,-1,0,3,0
34520,51,4,1,2,0,1421.0,1,0,0,7,5,152,5,-1,0,3,0
34521,56,9,0,2,0,1364.645545435511,1,0,1,20,9,26,1,-1,0,3,0
34522,33,1,2,1,0,142.0,1,0,0,14,8,123,1,360,3,1,0
34523,46,10,1,1,0,594.0,0,0,0,4,3,197,2,-1,0,3,0
34524,34,1,2,2,0,97.0,0,0,0,14,8,67,3,-1,0,3,0
34525,53,9,0,1,0,320.0,0,0,0,9,5,-5,1,-1,0,3,0
34526,33,4,1,2,0,603.0,1,0,0,29,4,265,1,-1,0,3,0
34527,36,8,2,1,0,409.0,1,0,2,12,6,72,1,-1,0,3,0
34528,31,9,2,2,0,1364.645545435511,1,0,0,15,8,282,4,277,4,0,0
34529,47,1,1,0,0,-187.0,0,0,2,3,5,652,1,-1,0,3,0
34530,30,4,2,1,0,2785.0,0,1,0,17,9,548,2,-1,0,3,0
34531,39,1,1,1,0,661.0,1,0,0,3,3,84,4,267,4,0,0
34532,47,4,0,2,0,0.0,1,1,0,18,9,203,3,-1,0,3,0
34533,43,9,2,1,0,59.0,1,0,2,11,6,107,19,-1,0,3,0
34534,53,1,1,0,0,600.0,1,0,2,14,8,139,1,-1,0,3,0
34536,27,8,2,3,0,132.0,0,0,0,14,5,276,1,-1,0,3,1
34537,30,7,2,0,1,81.0,1,0,1,5,3,37,1,-1,0,3,0
34538,30,4,2,2,0,2419.0,0,1,0,5,6,213,2,-1,0,3,0
34539,38,4,1,2,0,2724.0,1,0,2,16,8,177,4,-1,0,3,0
34540,53,11,1,1,0,16.0,0,0,2,9,6,100,1,-1,0,3,0
34541,47,0,1,1,0,1195.0,0,0,2,19,6,451,1,-1,0,3,0
34542,25,1,1,1,0,895.0,0,0,0,21,5,317,3,-1,0,3,0
34543,50,0,1,1,0,5361.0,0,0,0,18,3,276,3,195,1,0,0
34544,40,9,1,1,0,4594.0,0,0,1,27,1,296,5,-1,0,3,0
34545,34,9,1,1,1,91.0,0,0,0,29,1,67,4,-1,0,3,0
34546,32,9,2,1,0,1210.0,1,1,0,7,8,107,1,344,4,0,0
34547,29,1,1,1,0,1958.0,1,0,0,18,8,112,4,349,1,0,0
34548,29,4,2,2,0,1675.0,0,0,0,16,6,276,2,-1,0,3,0
34549,35,7,1,1,0,52.0,1,0,0,2,7,378,4,-1,0,3,1
34550,35,9,1,2,0,2188.0,1,0,2,3,6,680,2,-1,0,3,0
34551,45,3,1,0,0,1526.0,1,0,1,28,4,109,1,-1,0,3,0
34552,46,1,1,1,0,1364.645545435511,0,0,0,11,5,1187,3,-1,0,3,0
34553,36,4,1,2,0,1434.0,0,0,0,18,9,379,1,-1,0,3,0
34554,36,6,2,1,0,15.0,0,0,0,18,9,186,2,-1,0,3,0
34555,42,7,0,1,0,1364.645545435511,1,1,2,6,8,121,2,-1,0,3,0
34556,36,9,2,1,0,1832.0,1,0,2,8,8,154,1,-1,0,3,0
34557,34,9,1,2,0,178.0,1,0,0,18,9,85,1,-1,0,3,0
34558,40,9,0,1,0,6835.0,0,0,2,20,6,262,2,-1,0,3,0
34559,30,7,2,2,0,136.0,1,1,2,16,8,208,5,-1,0,3,0
34560,58,7,1,1,0,818.0,0,0,0,22,1,283,1,-1,0,3,0
34561,58,0,1,1,0,1686.0,0,0,0,4,1,110,2,-1,0,3,0
34562,39,1,0,0,1,-294.0,1,0,2,5,6,181,2,-1,0,3,0
34563,33,1,2,0,0,60.0,1,0,0,14,8,74,1,290,2,0,0
34564,52,9,0,1,0,137.0,1,0,2,30,8,84,3,-1,0,3,0
34565,37,1,1,1,0,32.0,1,0,2,20,8,146,2,-1,0,3,0
34566,33,7,1,1,0,1397.0,1,0,0,16,0,370,1,146,3,0,0
34567,49,1,1,0,0,11317.0,1,0,2,14,8,208,1,-1,0,3,0
34568,22,8,2,1,0,310.0,1,0,0,6,8,903,2,355,1,1,0
34569,59,1,1,1,0,149.0,0,1,1,28,5,313,16,-1,0,3,0
34570,60,5,1,2,0,1364.645545435511,1,0,0,2,3,415,1,-1,0,3,1
34571,26,7,2,1,0,187.0,1,0,2,9,8,341,1,-1,0,3,0
34572,50,7,0,1,0,2015.0,1,0,0,20,0,715,1,152,1,0,0
34573,40,4,1,1,0,596.0,1,0,0,29,4,113,1,188,1,1,0
34574,32,4,2,2,0,1882.0,0,0,0,25,1,497,5,-1,0,3,1
34575,36,10,2,0,0,2562.0,0,0,2,20,6,489,2,-1,0,3,0
34576,53,6,1,0,0,4576.0,0,0,1,30,5,82,2,-1,0,3,0
34577,52,4,1,2,0,7135.0,0,0,0,19,1,1032,3,-1,0,3,1
34578,42,1,1,1,0,4.0,1,1,2,2,6,229,8,-1,0,3,0
34579,33,9,1,1,0,0.0,1,0,2,7,8,432,1,-1,0,3,0
34580,24,8,2,1,0,745.0,1,0,1,8,0,93,2,-1,0,3,0
34581,44,1,1,1,0,2523.0,1,0,2,29,8,1236,2,-1,0,3,0
34582,49,9,1,1,0,3033.0,0,0,2,15,8,125,5,-1,0,3,0
34583,36,4,1,2,0,1100.0,1,0,0,18,9,93,1,-1,0,3,0
34584,41,0,1,1,0,120.0,0,1,0,8,5,489,1,-1,0,3,0
34585,32,1,1,1,0,254.0,1,0,0,19,9,1720,3,-1,0,3,1
34586,34,1,2,0,0,505.0,1,0,2,13,8,351,1,-1,0,3,0
34587,40,1,2,1,0,1166.0,1,0,2,16,8,33,1,-1,0,3,0
34588,48,10,1,1,0,1218.0,0,0,0,4,1,198,1,-1,0,3,0
34589,44,7,1,1,0,-236.0,1,0,0,18,9,218,2,113,7,2,0
34591,48,10,1,0,1,-6.0,0,0,0,29,4,362,2,-1,0,3,0
34592,34,4,2,2,0,-362.0,1,1,0,20,0,7,6,-1,0,3,0
34593,43,9,2,2,0,27733.0,1,0,2,3,6,164,7,-1,0,3,0
34594,33,4,2,2,0,952.0,1,0,0,29,0,1241,5,-1,0,3,1
34595,30,4,2,2,0,4319.0,1,0,0,19,9,144,1,-1,0,3,0
34596,45,4,0,2,0,2237.0,1,0,0,8,8,128,3,322,2,0,0
34597,59,10,1,1,0,2740.0,0,0,0,5,3,130,1,-1,0,3,0
34598,20,8,2,1,0,1191.0,0,0,0,12,3,274,1,-1,0,3,0
34599,41,4,1,1,1,1364.645545435511,0,1,2,20,6,343,2,-1,0,3,0
34600,32,4,2,2,0,2233.0,0,0,0,29,1,85,15,-1,0,3,0
