age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
,blue-collar,single,secondary,0,4860.0,1,0,cellular,7,may,130,1.0,0,0,unknown,0
40.0,blue-collar,divorced,secondary,0,,1,0,cellular,29,jan,121,1.0,1,0,failure,0
41.0,services,married,secondary,0,241.0,1,1,unknown,4,jun,144,1.0,0,0,unknown,0
44.0,blue-collar,married,primary,0,0.0,0,0,unknown,11,jun,112,2.0,0,0,unknown,0
54.0,retired,married,secondary,0,1851.0,0,0,unknown,11,jun,296,3.0,0,0,unknown,0
37.0,blue-collar,divorced,primary,0,117.0,1,0,cellular,18,may,-5,3.0,1,0,failure,0
40.0,services,married,secondary,0,87.0,1,1,cellular,31,jul,247,4.0,0,0,unknown,0
31.0,management,single,tertiary,0,44.0,0,0,unknown,28,may,95,2.0,0,0,unknown,0
31.0,management,single,tertiary,0,1.0,0,0,cellular,26,aug,107,5.0,0,0,unknown,0
54.0,services,married,secondary,0,869.0,0,0,cellular,14,aug,152,2.0,0,0,unknown,0
41.0,blue-collar,single,secondary,0,,0,1,cellular,14,may,35,1.0,1,1,other,0
54.0,blue-collar,married,primary,0,95.0,0,0,cellular,25,jul,302,1.0,0,0,unknown,0
37.0,,married,tertiary,0,-1884.0,1,0,cellular,21,jul,193,1.0,0,0,unknown,0
40.0,admin.,single,secondary,0,2360.0,1,0,cellular,20,apr,15,2.0,0,0,unknown,0
,technician,married,secondary,0,1725.0,0,0,cellular,22,aug,75,7.0,0,0,unknown,0
37.0,management,married,tertiary,0,839.0,0,1,cellular,28,aug,87,,0,0,unknown,0
38.0,management,single,tertiary,0,424.0,1,0,unknown,5,may,104,1.0,0,0,unknown,0
26.0,technician,single,secondary,0,-168.0,0,1,cellular,3,feb,246,1.0,0,0,unknown,0
28.0,administrator,single,secondary,0,-625.0,1,0,unknown,4,jun,102,1.0,0,0,unknown,0
45.0,services,married,secondary,0,-3.0,1,0,unknown,13,may,213,1.0,0,0,unknown,0
33.0,student,single,tertiary,0,3404.0,1,0,cellular,20,nov,105,2.0,1,0,failure,0
41.0,blue-collar,married,primary,0,-7.0,1,0,cellular,6,may,104,2.0,1,0,failure,0
50.0,entrepreneur,married,primary,0,237.0,1,1,unknown,30,may,184,4.0,0,0,unknown,0
33.0,technician,married,secondary,0,22.0,0,0,cellular,29,jan,127,1.0,0,0,unknown,0
30.0,blue-collar,divorced,primary,0,2597.0,1,0,cellular,11,may,49,1.0,1,0,failure,0
52.0,retired,married,primary,0,383.0,1,1,cellular,17,apr,299,2.0,0,0,unknown,0
49.0,blue-collar,married,secondary,0,1568.0,0,0,unknown,21,may,206,6.0,0,0,unknown,0
44.0,blue-collar,married,secondary,0,1786.0,1,0,unknown,15,may,452,2.0,0,0,unknown,0
61.0,management,married,tertiary,0,267.0,0,0,cellular,21,oct,192,3.0,1,0,success,1
20.0,student,single,primary,0,134.0,0,0,cellular,12,jul,273,1.0,1,0,other,0
54.0,technician,single,unknown,0,447.0,1,0,unknown,5,may,742,2.0,0,1,unknown,0
37.0,entrepreneur,single,secondary,0,654.0,0,0,unknown,19,may,594,2.0,0,0,unknown,0
48.0,unemployed,married,primary,0,0.0,0,0,cellular,29,jul,569,2.0,0,0,unknown,0
61.0,management,married,tertiary,0,997.0,0,0,cellular,22,jun,269,1.0,1,0,success,1
34.0,admin.,married,secondary,0,3185.0,1,0,unknown,13,may,520,1.0,0,0,unknown,0
34.0,technician,married,secondary,0,1246.0,0,0,unknown,28,may,88,3.0,0,0,unknown,0
33.0,services,married,secondary,0,248.0,1,0,unknown,4,jun,132,2.0,0,0,unknown,0
46.0,services,married,tertiary,0,474.0,0,0,unknown,9,jun,445,,0,0,unknown,0
31.0,entrepreneur,married,tertiary,0,0.0,1,0,unknown,23,may,275,2.0,0,0,unknown,0
41.0,blue-collar,married,primary,0,8.0,1,0,cellular,15,jul,155,2.0,0,0,unknown,0
48.0,unknown,married,unknown,0,286.0,0,0,,30,jul,166,2.0,0,0,unknown,0
54.0,entrepreneur,married,tertiary,0,651.0,1,1,cellular,22,jul,121,2.0,0,0,unknown,0
42.0,technician,married,secondary,0,,0,0,cellular,14,aug,38,2.0,0,0,unknown,0
31.0,services,married,secondary,0,37.0,1,0,unknown,14,may,546,1.0,0,0,unknown,0
32.0,administrator,single,secondary,0,289.0,0,0,unknown,15,may,255,12.0,0,0,unknown,0
59.0,retired,married,secondary,0,2396.0,0,0,cellular,27,aug,1040,6.0,0,0,unknown,1
39.0,blue-collar,married,primary,0,572.0,1,1,unknown,3,jun,235,1.0,0,0,unknown,0
28.0,management,single,tertiary,0,80.0,0,0,cellular,20,oct,676,2.0,1,0,failure,1
38.0,blue-collar,married,secondary,0,329.0,1,1,cellular,16,jul,111,4.0,0,0,unknown,0
31.0,services,married,secondary,0,179.0,1,0,cellular,14,may,365,1.0,1,0,failure,0
49.0,management,married,tertiary,0,3237.0,1,0,unknown,5,may,232,3.0,0,0,unknown,0
56.0,management,divorced,tertiary,0,2096.0,0,0,cellular,17,nov,209,2.0,0,0,unknown,0
43.0,blue-collar,divorced,secondary,0,59.0,1,0,cellular,13,apr,157,3.0,0,0,unknown,0
60.0,unemployed,married,secondary,0,957.0,0,0,cellular,8,sep,246,1.0,1,0,success,1
39.0,services,divorced,secondary,0,-718.0,1,0,unknown,2,jun,90,4.0,0,0,unknown,0
33.0,blue-collar,married,secondary,0,216.0,1,1,cellular,17,apr,118,1.0,0,0,unknown,0
58.0,retired,married,secondary,0,2609.0,0,0,cellular,12,aug,136,5.0,0,0,unknown,0
28.0,management,single,tertiary,0,682.0,1,0,cellular,7,may,79,1.0,0,0,unknown,0
43.0,management,single,tertiary,0,-2.0,0,1,cellular,9,jul,124,,0,0,unknown,0
52.0,management,married,secondary,0,-892.0,1,0,cellular,13,aug,295,2.0,0,0,unknown,0
34.0,management,married,tertiary,0,3402.0,0,0,cellular,3,jun,88,2.0,0,0,unknown,0
58.0,technician,married,secondary,0,760.0,1,0,cellular,29,apr,85,7.0,0,0,unknown,0
38.0,administrator,divorced,secondary,0,478.0,0,0,cellular,29,jan,73,1.0,0,0,unknown,0
42.0,management,single,secondary,0,9720.0,0,0,cellular,5,aug,81,2.0,0,0,unknown,0
48.0,technician,married,unknown,0,2106.0,1,0,cellular,17,nov,499,2.0,1,0,failure,0
43.0,management,married,tertiary,0,1800.0,0,0,telephone,29,jul,103,3.0,0,0,unknown,0
54.0,blue-collar,married,primary,0,-864.0,1,0,telephone,7,may,755,3.0,1,0,failure,0
28.0,management,single,secondary,0,171.0,0,0,cellular,5,jun,324,1.0,1,0,success,1
58.0,blue-collar,married,unknown,0,5505.0,1,0,unknown,23,may,-20,4.0,0,0,unknown,0
39.0,management,divorced,tertiary,0,6.0,1,0,cellular,28,jan,139,2.0,0,0,unknown,0
44.0,services,married,secondary,0,-254.0,0,0,unknown,20,jun,25,1.0,0,0,unknown,0
44.0,management,married,primary,0,107.0,0,0,unknown,24,jun,183,3.0,0,0,unknown,0
36.0,self-employed,single,secondary,0,1295.0,0,0,cellular,20,nov,1192,1.0,0,0,unknown,1
34.0,services,married,secondary,0,457.0,1,0,unknown,30,may,67,2.0,0,0,unknown,0
41.0,administrator,divorced,secondary,0,261.0,1,0,cellular,29,jul,797,15.0,0,0,unknown,0
39.0,blue-collar,married,tertiary,0,597.0,0,0,cellular,16,jul,686,6.0,0,0,unknown,1
30.0,technician,single,secondary,0,601.0,0,0,cellular,27,feb,154,1.0,0,0,unknown,0
50.0,management,married,secondary,0,0.0,1,0,unknown,14,may,214,1.0,0,0,unknown,0
35.0,management,married,tertiary,0,,0,0,cellular,11,jul,89,1.0,0,0,unknown,0
57.0,retired,single,secondary,0,5305.0,0,0,unknown,12,jun,192,1.0,0,0,unknown,0
35.0,technician,single,tertiary,0,33.0,0,0,cellular,29,aug,300,2.0,0,0,unknown,0
56.0,management,married,secondary,0,3164.0,0,0,unknown,20,jun,245,3.0,0,0,unknown,0
27.0,admin.,single,secondary,0,54.0,1,0,cellular,14,may,-1,2.0,0,0,unknown,0
30.0,administrator,divorced,primary,0,1032.0,1,0,unknown,29,may,52,5.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,241.0,1,1,unknown,26,may,85,1.0,0,0,unknown,0
38.0,admin.,married,unknown,0,,0,0,unknown,20,may,725,1.0,0,0,unknown,0
36.0,entrepreneur,married,tertiary,0,9405.0,0,0,unknown,18,jun,297,3.0,0,0,unknown,0
34.0,blue-collar,divorced,secondary,0,2551.0,1,1,cellular,22,jul,1408,2.0,0,0,unknown,0
,technician,married,secondary,0,28.0,0,0,cellular,21,aug,101,2.0,0,0,unknown,0
51.0,technician,divorced,secondary,0,,0,1,cellular,4,aug,78,1.0,0,0,unknown,0
52.0,self-employed,married,secondary,0,1498.0,1,0,cellular,30,jul,1078,11.0,0,0,unknown,0
47.0,blue-collar,married,primary,0,124.0,0,0,cellular,7,aug,76,2.0,0,0,unknown,0
26.0,student,single,tertiary,0,2182.0,1,0,cellular,12,may,42,1.0,1,0,other,0
43.0,technician,married,secondary,0,-1701.0,1,0,unknown,26,may,285,1.0,0,0,unknown,0
52.0,blue-collar,married,primary,0,109.0,1,0,cellular,30,jan,177,4.0,1,0,failure,0
30.0,admin.,single,secondary,0,609.0,1,0,cellular,6,may,145,1.0,0,0,unknown,0
34.0,services,divorced,secondary,0,5934.0,1,0,cellular,29,jul,82,7.0,0,0,unknown,0
37.0,blue-collar,married,secondary,0,606.0,1,1,unknown,3,jul,375,3.0,0,0,unknown,0
40.0,technician,married,tertiary,0,0.0,0,0,cellular,19,aug,44,1.0,0,0,unknown,0
35.0,services,single,primary,0,739.0,1,0,cellular,4,feb,605,1.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,-1400.0,1,0,telephone,6,may,309,3.0,1,0,failure,0
50.0,services,single,primary,0,148.0,1,0,unknown,7,may,198,2.0,0,0,unknown,0
40.0,services,married,secondary,0,,1,0,cellular,6,may,207,1.0,1,0,failure,0
58.0,blue-collar,married,primary,0,,1,0,cellular,12,may,470,2.0,0,0,unknown,0
39.0,student,single,tertiary,0,2103.0,0,0,cellular,2,feb,588,1.0,0,0,unknown,1
35.0,blue-collar,married,primary,0,441.0,1,0,unknown,14,may,8,1.0,0,0,unknown,0
30.0,management,married,tertiary,0,900.0,0,0,cellular,18,nov,123,1.0,1,0,failure,0
47.0,admin.,married,secondary,0,70.0,1,0,cellular,5,apr,144,4.0,1,0,success,1
,retired,married,tertiary,0,0.0,0,0,telephone,14,jul,363,3.0,0,0,unknown,0
35.0,blue-collar,single,secondary,0,11671.0,0,0,unknown,6,jun,190,1.0,0,0,unknown,0
44.0,technician,married,secondary,0,682.0,0,0,cellular,27,aug,85,3.0,0,0,unknown,0
34.0,management,married,tertiary,0,0.0,1,0,telephone,24,jul,60,1.0,0,0,unknown,0
31.0,student,single,tertiary,0,2010.0,1,0,cellular,5,feb,15,5.0,1,0,other,0
42.0,admin.,divorced,secondary,0,-172.0,1,1,unknown,4,jun,179,1.0,0,0,unknown,0
39.0,blue-collar,single,secondary,0,1170.0,0,0,unknown,6,jun,383,1.0,0,0,unknown,0
23.0,student,single,unknown,0,854.0,1,0,unknown,28,may,664,2.0,0,0,unknown,1
32.0,blue-collar,married,primary,0,289.0,1,0,unknown,8,may,23,4.0,0,0,unknown,0
42.0,technician,single,secondary,0,1364.0,1,0,unknown,15,may,1867,6.0,0,0,unknown,1
34.0,technician,married,tertiary,0,0.0,1,0,cellular,25,jul,52,3.0,0,0,unknown,0
29.0,blue-collar,married,unknown,0,135.0,1,0,unknown,23,may,150,6.0,0,0,unknown,0
42.0,unemployed,divorced,secondary,0,2699.0,0,0,cellular,8,jul,92,2.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,587.0,1,0,unknown,4,jun,77,8.0,0,0,unknown,0
24.0,services,single,secondary,0,414.0,1,0,cellular,18,may,493,1.0,1,0,other,1
30.0,management,single,tertiary,0,0.0,1,0,cellular,5,may,495,1.0,0,0,unknown,0
36.0,blue-collar,single,secondary,0,2962.0,1,1,unknown,16,jun,181,2.0,0,0,unknown,0
38.0,self-employed,married,secondary,0,854.0,1,1,cellular,28,dec,112,2.0,0,0,unknown,0
,blue-collar,married,secondary,0,,1,0,cellular,20,nov,283,1.0,0,0,unknown,0
31.0,administrator,married,secondary,0,0.0,1,0,cellular,24,jul,137,1.0,0,0,unknown,0
48.0,services,married,secondary,1,-20.0,0,0,cellular,20,aug,142,2.0,0,0,unknown,0
36.0,admin.,married,secondary,0,1954.0,1,1,unknown,30,may,199,3.0,0,0,unknown,0
35.0,entrepreneur,married,secondary,0,0.0,1,0,cellular,18,nov,86,1.0,0,0,unknown,0
42.0,management,married,tertiary,0,,1,0,cellular,30,apr,316,1.0,1,0,failure,1
45.0,management,divorced,tertiary,0,-96.0,0,1,cellular,20,aug,95,2.0,0,0,unknown,0
25.0,student,single,secondary,0,1139.0,1,0,unknown,15,may,22,,0,0,unknown,0
36.0,technician,married,secondary,0,432.0,1,0,cellular,11,may,61,,1,0,failure,0
41.0,management,married,tertiary,0,1391.0,0,0,cellular,5,aug,537,1.0,0,0,unknown,0
48.0,technician,married,secondary,0,466.0,0,0,cellular,19,aug,99,7.0,0,0,unknown,0
47.0,technician,married,secondary,0,321.0,1,1,unknown,4,jul,111,1.0,0,0,unknown,0
39.0,unemployed,married,secondary,0,1309.0,1,0,cellular,4,feb,587,2.0,0,0,unknown,0
36.0,blue-collar,single,secondary,0,3254.0,1,0,unknown,28,may,300,3.0,0,1,unknown,0
32.0,entrepreneur,single,tertiary,0,-34.0,1,0,cellular,11,mar,101,1.0,0,0,unknown,1
44.0,management,married,unknown,0,415.0,1,0,,14,may,7,7.0,0,0,unknown,0
36.0,blue-collar,married,secondary,0,349.0,1,0,,20,apr,365,1.0,0,0,unknown,0
21.0,student,single,secondary,0,123.0,0,0,telephone,12,aug,449,1.0,0,0,unknown,1
38.0,management,divorced,tertiary,0,714.0,1,0,cellular,7,apr,163,2.0,0,0,unknown,0
60.0,retired,married,unknown,0,1396.0,0,1,cellular,26,aug,104,2.0,0,0,unknown,0
56.0,management,married,primary,0,-155.0,1,0,cellular,17,nov,282,1.0,0,0,unknown,0
31.0,management,single,tertiary,0,58.0,0,0,cellular,29,aug,207,2.0,0,0,unknown,0
25.0,management,single,tertiary,0,2399.0,1,0,unknown,3,jun,193,2.0,0,0,unknown,0
29.0,blue-collar,married,primary,0,1280.0,1,0,unknown,28,may,629,2.0,0,0,unknown,0
33.0,management,single,tertiary,0,87.0,0,0,cellular,12,aug,978,1.0,0,0,unknown,1
31.0,administrator,married,secondary,0,223.0,0,0,cellular,6,may,297,1.0,0,0,unknown,0
56.0,retired,,tertiary,0,3616.0,0,1,cellular,12,aug,63,2.0,0,0,unknown,0
53.0,retired,married,tertiary,0,1778.0,0,0,cellular,19,nov,186,2.0,0,0,unknown,0
36.0,entrepreneur,married,secondary,0,0.0,1,0,cellular,11,may,187,1.0,1,0,failure,0
46.0,technician,married,unknown,0,3308.0,0,0,cellular,28,jul,219,2.0,0,0,unknown,1
33.0,services,married,secondary,0,90.0,1,0,cellular,28,jul,263,2.0,0,0,unknown,0
60.0,management,married,secondary,0,130.0,0,0,unknown,6,jun,151,1.0,0,0,unknown,0
26.0,admin.,single,secondary,0,3529.0,0,1,cellular,7,sep,57,2.0,0,0,unknown,0
52.0,blue-collar,single,primary,0,3421.0,0,0,unknown,20,jun,212,8.0,0,0,unknown,0
32.0,technician,married,secondary,1,4.0,1,1,cellular,25,aug,132,8.0,0,0,unknown,0
32.0,technician,single,secondary,1,-1.0,0,0,cellular,29,aug,185,2.0,0,0,unknown,0
39.0,technician,divorced,secondary,0,807.0,1,1,cellular,13,may,69,1.0,1,0,failure,0
33.0,blue-collar,married,secondary,0,463.0,1,0,unknown,23,may,76,4.0,0,0,unknown,0
35.0,technician,single,secondary,0,,1,0,cellular,20,apr,9,2.0,0,0,unknown,0
55.0,entrepreneur,divorced,tertiary,0,372.0,1,0,cellular,19,nov,225,5.0,0,0,unknown,0
45.0,admin.,married,secondary,0,1206.0,0,0,telephone,8,feb,309,1.0,1,0,failure,1
40.0,housemaid,married,secondary,0,4136.0,1,0,cellular,11,may,508,3.0,1,0,failure,0
32.0,administrator,married,tertiary,0,390.0,1,1,cellular,5,may,100,1.0,1,0,other,0
35.0,technician,divorced,tertiary,0,1718.0,1,1,cellular,17,nov,74,1.0,1,1,other,0
55.0,services,married,secondary,0,2476.0,1,0,unknown,5,may,579,1.0,0,0,unknown,1
58.0,services,divorced,secondary,0,0.0,0,0,cellular,28,jan,250,2.0,0,0,unknown,0
31.0,admin.,single,secondary,0,523.0,0,1,cellular,2,feb,323,1.0,1,0,failure,0
54.0,blue-collar,married,unknown,0,-361.0,1,0,unknown,26,may,227,1.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,0.0,1,1,unknown,8,may,390,3.0,0,0,unknown,0
29.0,blue-collar,married,secondary,0,1238.0,1,0,cellular,20,apr,478,1.0,1,0,failure,0
37.0,administrator,married,secondary,0,3226.0,1,1,cellular,24,jul,226,3.0,0,0,unknown,0
41.0,blue-collar,married,secondary,0,271.0,1,0,cellular,17,nov,148,2.0,1,0,failure,0
40.0,,married,secondary,0,2596.0,0,0,unknown,12,jun,236,1.0,0,0,unknown,0
32.0,services,single,tertiary,0,748.0,1,0,cellular,18,may,166,2.0,1,0,other,0
47.0,services,married,secondary,0,1306.0,1,0,unknown,9,may,252,,0,0,unknown,0
36.0,unemployed,married,primary,0,771.0,1,0,cellular,8,may,152,1.0,0,0,unknown,0
37.0,admin.,married,tertiary,0,2741.0,0,0,unknown,16,jun,204,,0,0,unknown,0
53.0,blue-collar,married,secondary,0,2267.0,0,1,cellular,28,jul,57,6.0,0,0,unknown,0
38.0,technician,single,tertiary,0,523.0,0,0,cellular,8,aug,388,1.0,0,0,unknown,0
42.0,unemployed,divorced,secondary,0,759.0,0,0,cellular,12,aug,126,3.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,343.0,0,0,unknown,6,jun,292,2.0,0,0,unknown,0
30.0,services,married,primary,0,1015.0,1,0,cellular,30,jul,11,8.0,0,0,unknown,0
42.0,blue-collar,married,primary,0,-67.0,1,0,unknown,9,may,128,1.0,0,0,unknown,0
34.0,services,divorced,tertiary,0,800.0,1,1,cellular,8,may,309,2.0,0,0,unknown,0
39.0,blue-collar,single,primary,0,554.0,0,0,telephone,31,jul,22,5.0,0,0,unknown,0
44.0,entrepreneur,married,tertiary,0,3463.0,1,1,cellular,28,aug,210,3.0,0,0,unknown,0
28.0,management,single,tertiary,0,33.0,0,0,cellular,2,feb,271,7.0,0,0,unknown,0
54.0,,married,secondary,0,2693.0,0,0,cellular,22,mar,222,1.0,1,0,other,1
57.0,admin.,married,secondary,0,11.0,0,0,cellular,2,feb,261,1.0,1,0,failure,0
27.0,entrepreneur,married,tertiary,0,59.0,0,0,cellular,28,jul,306,6.0,0,0,unknown,0
38.0,technician,married,secondary,0,0.0,1,0,cellular,4,aug,71,1.0,0,0,unknown,0
27.0,technician,single,tertiary,0,261.0,1,1,cellular,30,jan,195,2.0,0,0,unknown,0
36.0,blue-collar,divorced,secondary,0,-158.0,1,0,cellular,21,jul,42,6.0,0,0,unknown,0
29.0,unemployed,single,tertiary,0,70.0,0,0,cellular,25,may,393,1.0,0,0,unknown,1
48.0,management,married,primary,0,1910.0,1,0,unknown,29,may,413,2.0,0,0,unknown,0
41.0,management,married,tertiary,0,15.0,1,0,cellular,30,jul,59,2.0,0,0,unknown,0
34.0,management,married,tertiary,0,1267.0,1,0,unknown,2,jun,87,4.0,0,0,unknown,0
59.0,retired,married,primary,1,-1.0,0,0,cellular,5,aug,229,2.0,0,0,unknown,0
32.0,technician,married,tertiary,0,8023.0,0,0,cellular,17,aug,219,1.0,1,0,failure,0
48.0,management,married,tertiary,0,2.0,0,0,cellular,15,sep,103,1.0,1,0,failure,0
30.0,management,single,tertiary,0,1372.0,0,0,cellular,20,nov,240,2.0,0,0,unknown,0
59.0,unemployed,married,primary,0,13836.0,0,0,telephone,20,nov,733,1.0,0,0,unknown,0
47.0,technician,married,secondary,0,293.0,0,0,cellular,1,jun,251,1.0,1,0,success,1
42.0,technician,married,secondary,0,2152.0,0,0,cellular,1,oct,161,1.0,1,0,failure,0
34.0,services,divorced,secondary,0,221.0,1,0,unknown,19,may,343,1.0,0,0,unknown,0
26.0,admin.,single,secondary,0,1327.0,0,0,cellular,30,apr,104,1.0,0,0,failure,0
30.0,management,married,tertiary,0,3.0,1,0,cellular,22,jul,67,9.0,0,0,unknown,0
32.0,management,married,tertiary,0,913.0,1,0,cellular,23,jun,883,1.0,1,0,failure,0
45.0,blue-collar,married,primary,0,456.0,1,0,cellular,11,may,255,1.0,0,0,unknown,0
38.0,admin.,married,secondary,0,0.0,1,0,telephone,16,jul,264,5.0,0,0,unknown,0
33.0,admin.,married,secondary,0,796.0,1,0,telephone,6,apr,216,,0,0,unknown,0
38.0,entrepreneur,married,secondary,0,0.0,1,1,cellular,20,apr,305,,1,0,failure,0
,technician,married,secondary,0,8379.0,0,0,unknown,12,jun,52,6.0,0,0,unknown,0
51.0,blue-collar,divorced,primary,0,-19.0,1,0,cellular,13,may,829,1.0,1,1,failure,1
51.0,blue-collar,married,primary,0,,0,0,cellular,13,aug,186,2.0,0,0,unknown,0
30.0,blue-collar,married,secondary,0,578.0,1,1,cellular,17,apr,71,2.0,1,0,failure,0
43.0,blue-collar,married,primary,0,98.0,1,0,unknown,6,may,235,1.0,0,0,unknown,0
33.0,services,married,secondary,0,554.0,1,0,cellular,29,jan,162,2.0,1,0,other,0
43.0,blue-collar,married,primary,0,-93.0,1,0,unknown,26,may,402,2.0,0,0,unknown,0
45.0,technician,married,secondary,0,366.0,0,1,cellular,3,feb,235,2.0,1,1,failure,0
33.0,management,single,tertiary,0,1781.0,0,0,cellular,8,oct,611,2.0,1,0,success,1
37.0,entrepreneur,married,tertiary,0,4798.0,1,0,unknown,20,may,156,2.0,0,0,unknown,0
31.0,entrepreneur,married,secondary,0,15.0,0,1,cellular,29,jan,190,2.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,174.0,1,1,unknown,8,may,108,3.0,0,0,unknown,0
51.0,,single,tertiary,1,15.0,0,0,unknown,11,jun,104,2.0,0,0,unknown,0
52.0,blue-collar,married,primary,0,2396.0,1,0,cellular,15,may,48,7.0,0,0,unknown,0
26.0,administrator,married,secondary,0,5231.0,0,1,cellular,17,jul,222,2.0,0,0,unknown,0
50.0,,married,secondary,0,1501.0,0,0,cellular,21,aug,946,4.0,0,0,unknown,1
30.0,services,single,secondary,0,-158.0,1,0,cellular,12,may,426,,1,0,failure,1
53.0,management,divorced,tertiary,0,2245.0,0,0,cellular,24,mar,125,2.0,0,0,unknown,0
54.0,services,married,secondary,1,0.0,1,0,unknown,6,may,138,3.0,0,0,unknown,0
,self-employed,married,unknown,0,,0,0,cellular,19,aug,130,1.0,0,0,unknown,0
47.0,retired,divorced,primary,0,2576.0,0,0,unknown,12,jun,188,4.0,0,0,unknown,0
42.0,blue-collar,divorced,secondary,0,,1,0,cellular,11,may,173,2.0,0,0,unknown,0
32.0,administrator,divorced,tertiary,0,146.0,1,0,cellular,12,may,69,1.0,1,0,failure,0
64.0,unknown,married,unknown,0,2280.0,0,0,telephone,7,sep,289,1.0,0,0,unknown,0
33.0,technician,married,secondary,0,1264.0,0,1,cellular,8,aug,100,6.0,0,0,unknown,0
50.0,management,divorced,tertiary,0,810.0,0,0,cellular,4,jun,510,3.0,0,0,unknown,1
25.0,entrepreneur,single,tertiary,0,0.0,0,0,unknown,25,jun,347,1.0,0,0,unknown,0
32.0,self-employed,married,tertiary,0,14522.0,0,0,cellular,21,nov,221,7.0,0,0,unknown,0
31.0,blue-collar,single,secondary,0,-190.0,1,0,cellular,6,may,127,2.0,0,0,unknown,0
35.0,blue-collar,single,secondary,0,,0,0,cellular,2,feb,60,1.0,0,0,unknown,0
47.0,unemployed,married,secondary,0,432.0,0,0,cellular,13,aug,334,2.0,0,0,unknown,0
53.0,blue-collar,married,secondary,0,0.0,1,0,cellular,7,may,407,2.0,0,0,unknown,0
25.0,admin.,single,secondary,0,302.0,0,0,cellular,8,jul,122,1.0,0,0,unknown,0
50.0,entrepreneur,single,tertiary,0,0.0,1,0,unknown,19,jun,638,1.0,0,0,unknown,0
48.0,blue-collar,single,secondary,0,580.0,1,0,unknown,12,jun,185,2.0,0,0,unknown,0
54.0,blue-collar,divorced,secondary,0,154.0,1,0,unknown,30,may,197,12.0,0,0,unknown,0
35.0,technician,married,secondary,0,410.0,1,0,cellular,20,nov,67,2.0,0,0,unknown,0
36.0,management,married,tertiary,0,-1312.0,1,1,unknown,29,may,229,4.0,0,0,unknown,0
34.0,management,divorced,tertiary,0,,0,0,cellular,5,feb,108,4.0,1,0,failure,0
36.0,technician,married,secondary,0,0.0,1,0,cellular,6,apr,583,3.0,1,0,other,0
45.0,blue-collar,married,primary,0,2217.0,1,0,unknown,15,may,126,1.0,0,0,unknown,0
32.0,management,married,tertiary,0,1270.0,0,0,cellular,3,sep,420,1.0,0,0,success,0
51.0,blue-collar,married,secondary,0,1374.0,1,0,unknown,30,may,378,1.0,0,0,unknown,0
40.0,management,single,tertiary,0,0.0,0,0,cellular,6,aug,641,6.0,0,0,unknown,1
37.0,admin.,married,secondary,0,3427.0,0,0,cellular,27,feb,46,1.0,0,0,unknown,0
50.0,admin.,married,primary,0,,1,0,cellular,6,may,116,,1,0,failure,0
49.0,blue-collar,single,secondary,0,-195.0,1,0,cellular,11,jul,64,2.0,0,0,unknown,0
51.0,services,divorced,secondary,0,9.0,0,0,unknown,18,jun,371,2.0,0,0,unknown,1
43.0,entrepreneur,divorced,secondary,0,3780.0,1,0,cellular,9,jun,67,2.0,1,0,failure,0
49.0,technician,married,secondary,0,997.0,0,0,unknown,18,jun,118,1.0,0,0,unknown,0
37.0,blue-collar,married,secondary,0,2697.0,1,0,cellular,20,apr,430,1.0,0,0,unknown,0
34.0,administrator,divorced,secondary,0,183.0,0,1,unknown,4,jul,88,1.0,0,0,unknown,0
25.0,student,married,tertiary,0,4923.0,1,1,cellular,4,may,78,4.0,1,1,failure,0
40.0,technician,married,secondary,0,40.0,1,0,cellular,21,nov,73,,0,0,unknown,0
34.0,services,married,secondary,0,1337.0,0,0,cellular,12,aug,255,2.0,1,0,success,1
33.0,management,married,tertiary,0,2098.0,0,0,cellular,20,nov,67,1.0,0,0,unknown,0
37.0,blue-collar,married,secondary,0,426.0,1,0,unknown,20,may,300,3.0,0,0,unknown,0
37.0,blue-collar,married,primary,0,190.0,1,1,unknown,8,may,194,1.0,0,0,unknown,0
28.0,student,married,secondary,0,704.0,1,1,cellular,14,may,171,3.0,0,0,unknown,0
,management,single,tertiary,0,2706.0,0,0,cellular,31,jul,75,3.0,0,0,unknown,0
45.0,technician,married,secondary,0,1410.0,0,0,cellular,11,aug,71,2.0,0,0,unknown,0
33.0,blue-collar,married,secondary,0,524.0,1,0,unknown,23,may,156,2.0,0,0,unknown,0
29.0,unemployed,married,tertiary,0,241.0,0,0,cellular,5,feb,7,5.0,0,0,unknown,0
45.0,technician,married,secondary,0,-237.0,1,1,unknown,15,may,71,3.0,0,0,unknown,0
26.0,admin.,single,secondary,0,586.0,1,1,unknown,12,may,215,1.0,0,0,unknown,0
39.0,management,married,tertiary,0,2939.0,0,0,cellular,15,jan,348,2.0,0,0,unknown,1
34.0,blue-collar,married,secondary,0,0.0,1,1,cellular,5,feb,293,6.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,265.0,1,0,unknown,5,may,541,1.0,0,0,unknown,0
