age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
40.0,management,married,primary,0,472.0,1,0,unknown,30,may,85,2.0,0,0,unknown
38.0,management,divorced,tertiary,0,1149.0,1,0,cellular,14,may,91,4.0,0,0,unknown
34.0,blue-collar,married,secondary,0,840.0,1,0,cellular,12,may,275,3.0,0,0,unknown
,management,divorced,tertiary,0,34.0,1,0,unknown,7,may,104,1.0,0,0,unknown
57.0,retired,married,secondary,0,,1,1,unknown,19,jun,824,1.0,0,0,unknown
38.0,blue-collar,married,primary,0,-854.0,1,0,unknown,2,jun,194,,0,0,unknown
36.0,management,divorced,tertiary,0,0.0,0,0,cellular,28,aug,81,4.0,0,0,unknown
56.0,management,married,unknown,0,4623.0,0,0,cellular,25,feb,305,1.0,1,0,success
32.0,management,married,tertiary,0,423.0,0,0,cellular,22,jul,212,17.0,0,0,unknown
26.0,blue-collar,single,primary,0,409.0,1,0,cellular,21,jul,577,2.0,0,0,unknown
30.0,management,married,tertiary,0,168.0,1,0,cellular,18,may,229,2.0,1,0,failure
40.0,housemaid,single,primary,0,109.0,1,0,cellular,8,may,308,1.0,1,0,failure
37.0,management,married,tertiary,0,412.0,1,0,unknown,21,may,110,4.0,0,0,unknown
29.0,self-employed,married,tertiary,0,476.0,0,1,cellular,5,feb,148,1.0,0,0,other
52.0,entrepreneur,married,secondary,0,0.0,0,1,cellular,20,nov,199,2.0,0,0,unknown
28.0,student,single,tertiary,0,3054.0,0,0,cellular,30,apr,384,1.0,1,0,other
34.0,technician,single,secondary,0,399.0,1,0,unknown,2,jun,493,3.0,0,0,unknown
40.0,entrepreneur,married,secondary,0,,1,0,unknown,14,may,222,2.0,0,0,unknown
65.0,retired,married,unknown,0,820.0,0,0,cellular,7,jul,432,1.0,0,0,unknown
33.0,technician,married,secondary,0,0.0,0,0,unknown,9,may,120,1.0,0,0,unknown
35.0,management,married,tertiary,0,1383.0,0,0,cellular,12,aug,143,2.0,0,0,unknown
37.0,blue-collar,married,primary,0,33.0,0,1,cellular,8,jul,483,,0,0,unknown
38.0,management,single,tertiary,0,0.0,1,0,cellular,17,nov,213,2.0,0,0,unknown
41.0,technician,married,tertiary,0,816.0,1,1,cellular,13,apr,520,2.0,1,0,failure
44.0,services,divorced,secondary,0,-389.0,1,1,unknown,5,jun,52,1.0,0,0,unknown
47.0,unemployed,married,secondary,0,123.0,0,0,cellular,4,aug,653,2.0,0,0,unknown
43.0,management,married,tertiary,0,430.0,0,0,cellular,17,nov,44,2.0,0,0,unknown
36.0,technician,divorced,secondary,0,,1,0,cellular,18,nov,138,2.0,0,0,unknown
58.0,unemployed,married,secondary,0,610.0,1,0,telephone,29,jul,246,2.0,0,0,unknown
49.0,blue-collar,married,secondary,0,322.0,0,0,cellular,14,aug,356,2.0,0,0,unknown
32.0,services,single,secondary,0,284.0,1,0,unknown,28,may,63,2.0,0,0,unknown
36.0,self-employed,married,tertiary,0,1234.0,0,0,cellular,7,jul,106,1.0,0,0,unknown
38.0,unemployed,single,secondary,0,0.0,0,0,cellular,27,aug,44,3.0,0,0,unknown
37.0,,divorced,secondary,0,368.0,1,0,unknown,13,may,194,2.0,0,0,unknown
47.0,blue-collar,married,secondary,0,665.0,0,0,cellular,18,aug,885,3.0,0,0,unknown
50.0,technician,married,secondary,0,2972.0,0,0,cellular,28,jul,73,5.0,0,0,unknown
53.0,admin.,married,secondary,0,10541.0,0,0,cellular,9,feb,164,2.0,1,0,success
56.0,admin.,married,secondary,0,550.0,1,0,cellular,12,may,398,2.0,0,0,unknown
55.0,housemaid,married,primary,0,1870.0,0,0,unknown,6,jun,152,1.0,0,0,unknown
37.0,management,single,tertiary,0,0.0,1,0,cellular,13,may,109,1.0,1,0,failure
35.0,blue-collar,married,secondary,0,89.0,1,0,unknown,6,may,145,2.0,0,0,unknown
34.0,technician,single,secondary,0,0.0,0,0,cellular,28,aug,195,6.0,0,0,unknown
54.0,management,married,primary,0,113.0,0,0,unknown,12,may,76,3.0,0,0,unknown
46.0,,married,secondary,0,190.0,1,0,cellular,12,aug,370,2.0,0,0,unknown
33.0,management,married,secondary,0,369.0,0,0,cellular,11,feb,446,1.0,0,0,unknown
49.0,entrepreneur,married,secondary,0,687.0,0,0,cellular,18,aug,65,6.0,0,0,unknown
33.0,services,divorced,secondary,1,339.0,1,0,unknown,23,may,496,4.0,0,0,unknown
39.0,unknown,married,primary,0,,0,0,unknown,19,jun,133,1.0,0,0,unknown
47.0,technician,married,secondary,0,52.0,0,0,cellular,20,aug,881,4.0,0,0,unknown
29.0,,single,tertiary,0,1377.0,0,0,cellular,8,apr,548,2.0,0,0,unknown
40.0,blue-collar,married,secondary,0,0.0,1,1,unknown,29,may,245,3.0,0,0,unknown
39.0,management,married,primary,0,1749.0,1,0,unknown,29,may,46,1.0,0,0,unknown
36.0,technician,single,secondary,0,524.0,1,0,cellular,8,apr,95,1.0,0,0,unknown
35.0,blue-collar,married,primary,0,,0,0,unknown,16,jun,252,2.0,0,0,unknown
46.0,administrator,married,secondary,0,154.0,0,0,cellular,22,aug,58,2.0,0,0,unknown
55.0,technician,divorced,secondary,0,35.0,1,0,cellular,20,aug,126,,0,0,unknown
42.0,,single,secondary,0,1601.0,0,0,unknown,20,jun,23,2.0,0,0,unknown
52.0,blue-collar,married,secondary,0,580.0,0,0,cellular,21,nov,965,,0,0,unknown
52.0,blue-collar,married,unknown,0,33.0,0,0,telephone,8,may,301,1.0,0,0,unknown
54.0,technician,married,secondary,0,965.0,0,0,cellular,26,aug,345,4.0,0,0,unknown
49.0,blue-collar,married,secondary,0,203.0,0,0,unknown,4,jun,167,1.0,0,0,unknown
28.0,technician,single,secondary,0,1241.0,0,0,cellular,24,jul,343,1.0,0,0,unknown
43.0,management,married,tertiary,0,0.0,0,0,cellular,21,aug,127,3.0,0,0,unknown
32.0,,married,secondary,0,0.0,0,0,cellular,30,jan,119,3.0,0,0,unknown
54.0,management,divorced,tertiary,0,1288.0,0,0,cellular,28,jan,515,3.0,0,0,unknown
55.0,management,divorced,tertiary,0,36.0,0,0,cellular,23,jul,111,2.0,0,0,unknown
24.0,admin.,single,secondary,0,926.0,1,1,cellular,15,may,191,1.0,0,0,unknown
46.0,management,divorced,tertiary,0,2166.0,1,0,cellular,23,jul,870,1.0,0,0,unknown
32.0,blue-collar,married,secondary,0,1281.0,1,0,cellular,20,apr,222,1.0,0,0,unknown
25.0,management,single,tertiary,0,436.0,0,0,cellular,30,apr,132,2.0,0,0,unknown
28.0,management,divorced,tertiary,0,229.0,1,0,cellular,9,apr,1042,,1,0,other
38.0,technician,married,tertiary,0,-363.0,0,0,cellular,26,aug,101,2.0,0,0,unknown
45.0,management,married,tertiary,0,409.0,0,0,unknown,11,jun,144,1.0,0,0,unknown
28.0,administrator,single,secondary,0,244.0,1,0,unknown,9,may,31,3.0,0,0,unknown
42.0,management,married,tertiary,0,37.0,0,0,cellular,21,aug,299,1.0,0,0,unknown
50.0,blue-collar,married,primary,0,811.0,0,0,unknown,11,jun,103,3.0,0,0,unknown
30.0,blue-collar,single,primary,0,3195.0,1,1,cellular,25,jul,134,1.0,0,0,unknown
51.0,management,married,tertiary,1,0.0,0,1,cellular,29,jul,204,6.0,0,0,unknown
25.0,unemployed,single,primary,0,129.0,0,0,cellular,12,apr,176,3.0,0,0,unknown
28.0,technician,single,tertiary,0,426.0,0,0,cellular,18,may,11,4.0,1,0,other
57.0,management,married,secondary,0,82.0,0,1,telephone,4,feb,140,1.0,0,0,unknown
38.0,management,married,tertiary,0,484.0,1,0,cellular,8,aug,173,8.0,0,0,unknown
37.0,technician,married,tertiary,0,4596.0,1,0,cellular,6,aug,323,1.0,1,0,failure
37.0,management,single,tertiary,0,0.0,0,0,cellular,7,jul,643,3.0,0,0,unknown
40.0,services,married,secondary,0,-378.0,1,1,cellular,13,may,541,,1,0,failure
28.0,management,single,tertiary,0,730.0,1,0,cellular,3,mar,631,1.0,0,0,unknown
52.0,entrepreneur,married,primary,0,592.0,0,0,cellular,21,jul,122,2.0,0,0,unknown
54.0,blue-collar,married,primary,0,211.0,0,0,cellular,25,aug,160,6.0,0,0,unknown
49.0,management,married,tertiary,0,64.0,0,0,cellular,17,nov,208,1.0,1,0,success
37.0,blue-collar,married,primary,0,587.0,0,0,unknown,11,jun,126,2.0,0,0,unknown
28.0,student,single,secondary,0,0.0,0,0,cellular,5,feb,15,8.0,0,0,unknown
54.0,blue-collar,married,secondary,0,0.0,0,0,telephone,17,nov,483,1.0,0,0,unknown
33.0,technician,single,secondary,0,177.0,1,0,unknown,23,may,293,1.0,0,0,unknown
46.0,management,married,tertiary,0,182.0,0,0,,15,jul,317,1.0,0,0,unknown
46.0,admin.,single,unknown,1,,0,0,unknown,23,may,378,2.0,0,0,unknown
36.0,blue-collar,married,secondary,0,55.0,1,0,cellular,8,may,323,1.0,0,0,unknown
36.0,entrepreneur,married,tertiary,0,99.0,1,0,cellular,21,jul,165,2.0,0,0,unknown
36.0,blue-collar,divorced,secondary,0,2278.0,1,0,unknown,23,may,152,2.0,0,0,unknown
43.0,unemployed,married,tertiary,0,0.0,0,0,cellular,18,oct,464,1.0,1,0,success
32.0,technician,single,tertiary,0,1732.0,0,0,cellular,12,aug,140,4.0,0,0,unknown
34.0,technician,married,tertiary,0,297.0,1,0,cellular,29,jan,375,2.0,0,0,unknown
51.0,housemaid,divorced,tertiary,0,370.0,1,0,cellular,19,aug,109,3.0,0,0,unknown
31.0,services,married,secondary,0,1273.0,1,0,unknown,23,may,442,1.0,0,0,unknown
31.0,student,single,tertiary,0,307.0,0,0,cellular,20,nov,597,2.0,0,0,unknown
44.0,blue-collar,married,primary,0,-544.0,1,1,unknown,26,may,181,3.0,0,0,unknown
,services,single,secondary,0,203.0,1,0,unknown,29,may,442,3.0,0,0,unknown
59.0,blue-collar,married,primary,0,595.0,0,0,telephone,31,jul,208,7.0,0,0,unknown
36.0,blue-collar,single,tertiary,0,1830.0,0,0,cellular,14,oct,183,1.0,1,1,failure
51.0,administrator,married,tertiary,0,4655.0,0,0,unknown,20,jun,44,4.0,0,0,unknown
42.0,self-employed,divorced,tertiary,0,360.0,1,0,unknown,24,jun,110,5.0,0,0,unknown
41.0,technician,married,secondary,0,351.0,1,0,cellular,9,jul,175,1.0,0,0,unknown
43.0,blue-collar,divorced,secondary,0,370.0,1,0,unknown,7,may,216,1.0,0,0,unknown
30.0,blue-collar,single,secondary,0,363.0,0,0,cellular,28,jul,171,3.0,0,0,unknown
32.0,services,married,secondary,0,252.0,1,1,cellular,25,jul,148,4.0,0,0,unknown
31.0,management,single,tertiary,0,0.0,1,1,cellular,14,may,117,3.0,1,0,failure
28.0,services,single,secondary,0,0.0,0,0,cellular,2,feb,188,1.0,1,0,other
32.0,entrepreneur,married,secondary,0,,1,0,unknown,6,jun,80,5.0,0,0,unknown
27.0,services,single,secondary,0,-232.0,0,0,cellular,28,jan,285,1.0,0,0,unknown
,entrepreneur,married,secondary,0,0.0,0,0,telephone,24,jul,122,12.0,0,0,unknown
34.0,management,single,tertiary,0,308.0,1,0,cellular,4,may,79,4.0,1,0,failure
54.0,management,married,tertiary,0,203.0,0,0,cellular,21,nov,70,1.0,0,0,unknown
37.0,unemployed,married,tertiary,0,7620.0,0,0,telephone,23,feb,367,1.0,1,0,failure
28.0,management,single,tertiary,0,672.0,0,0,cellular,4,may,174,1.0,0,0,unknown
39.0,admin.,married,tertiary,0,259.0,1,0,unknown,19,may,27,1.0,0,1,unknown
43.0,blue-collar,divorced,primary,0,,1,0,cellular,18,nov,182,1.0,0,0,unknown
56.0,housemaid,married,secondary,0,619.0,1,0,telephone,21,jul,65,1.0,0,0,unknown
46.0,blue-collar,married,unknown,0,842.0,1,0,telephone,8,may,833,1.0,0,0,unknown
41.0,blue-collar,married,primary,0,407.0,1,1,telephone,10,jul,387,2.0,0,0,unknown
35.0,services,married,secondary,0,8412.0,0,0,unknown,9,jun,479,4.0,0,0,unknown
58.0,retired,married,primary,0,269.0,1,0,unknown,16,may,38,2.0,0,0,unknown
45.0,services,married,secondary,0,222.0,0,0,cellular,25,aug,119,11.0,0,0,unknown
33.0,management,single,tertiary,0,,1,0,unknown,12,may,1495,4.0,0,0,unknown
49.0,admin.,married,secondary,0,197.0,1,0,cellular,13,apr,223,1.0,1,0,failure
48.0,housemaid,married,tertiary,0,197.0,0,0,cellular,28,aug,256,8.0,0,0,unknown
59.0,blue-collar,married,primary,0,8562.0,0,0,unknown,5,jun,86,2.0,0,0,unknown
26.0,admin.,single,secondary,0,338.0,0,0,cellular,29,oct,209,1.0,1,0,unknown
31.0,management,single,tertiary,0,,0,0,cellular,17,mar,187,1.0,0,0,unknown
31.0,administrator,single,secondary,0,,1,1,cellular,20,apr,159,2.0,0,0,unknown
45.0,blue-collar,married,primary,0,147.0,1,0,unknown,3,jun,478,2.0,0,0,unknown
40.0,technician,married,secondary,0,5517.0,1,0,unknown,23,may,146,13.0,0,0,unknown
41.0,technician,married,secondary,0,190.0,0,0,cellular,21,nov,12,7.0,0,0,unknown
59.0,technician,divorced,tertiary,0,3331.0,1,0,cellular,24,jul,43,3.0,0,0,unknown
33.0,blue-collar,married,secondary,0,35.0,1,0,telephone,20,apr,87,1.0,1,0,failure
32.0,blue-collar,single,secondary,0,53.0,1,0,cellular,6,may,153,1.0,1,0,failure
20.0,services,single,secondary,0,-103.0,1,0,unknown,13,may,180,1.0,0,0,unknown
29.0,blue-collar,divorced,secondary,0,291.0,1,0,cellular,20,apr,405,2.0,0,0,unknown
39.0,services,married,secondary,0,173.0,1,0,cellular,18,nov,96,2.0,1,0,failure
59.0,blue-collar,divorced,secondary,0,-361.0,0,1,cellular,28,jul,247,3.0,0,0,unknown
38.0,administrator,married,tertiary,0,,1,0,unknown,4,jun,1138,1.0,0,0,unknown
54.0,blue-collar,married,primary,0,316.0,1,0,cellular,14,may,240,1.0,0,0,unknown
53.0,technician,divorced,secondary,0,1252.0,1,0,unknown,26,may,149,1.0,0,0,unknown
46.0,management,single,unknown,0,1527.0,1,0,unknown,6,may,269,1.0,0,0,unknown
51.0,self-employed,married,primary,0,10.0,0,0,unknown,6,jun,513,3.0,0,0,unknown
27.0,management,single,secondary,0,145.0,1,0,cellular,5,feb,67,3.0,0,0,unknown
34.0,management,married,tertiary,0,2640.0,1,0,cellular,6,may,181,1.0,0,0,unknown
33.0,admin.,married,tertiary,0,281.0,1,0,cellular,6,may,257,1.0,1,0,failure
53.0,blue-collar,married,secondary,0,,1,0,telephone,11,may,193,2.0,0,0,unknown
47.0,blue-collar,married,unknown,0,170.0,1,0,cellular,12,may,175,1.0,0,0,unknown
21.0,student,single,secondary,0,681.0,0,0,unknown,20,aug,6,1.0,0,0,unknown
54.0,technician,single,tertiary,0,467.0,1,0,cellular,18,jul,674,3.0,0,1,unknown
57.0,retired,married,secondary,0,283.0,0,0,cellular,7,aug,123,2.0,0,0,unknown
38.0,management,single,tertiary,0,673.0,1,0,unknown,7,may,184,1.0,0,0,unknown
56.0,entrepreneur,married,secondary,0,,0,0,cellular,19,nov,312,3.0,0,0,unknown
41.0,admin.,married,secondary,0,158.0,1,0,cellular,24,mar,115,2.0,0,0,unknown
40.0,entrepreneur,married,secondary,0,0.0,0,1,cellular,15,jul,103,4.0,0,0,unknown
44.0,technician,divorced,tertiary,0,245.0,1,0,cellular,2,feb,347,2.0,0,0,unknown
31.0,technician,single,secondary,0,1447.0,1,0,cellular,18,may,236,3.0,1,1,failure
33.0,management,single,tertiary,0,275.0,0,0,cellular,18,nov,348,1.0,0,0,unknown
33.0,management,single,tertiary,0,-149.0,1,0,cellular,22,jul,383,3.0,0,0,unknown
37.0,management,married,tertiary,0,569.0,1,0,unknown,30,may,92,1.0,0,0,unknown
40.0,admin.,single,secondary,0,50.0,0,0,cellular,15,may,837,1.0,0,0,unknown
40.0,blue-collar,married,secondary,0,1145.0,1,0,cellular,15,may,175,4.0,0,0,unknown
36.0,unemployed,single,tertiary,0,1291.0,0,0,cellular,3,feb,298,1.0,0,0,unknown
51.0,blue-collar,divorced,primary,0,602.0,1,0,cellular,11,may,347,1.0,1,0,failure
42.0,blue-collar,married,secondary,0,2152.0,1,0,cellular,5,may,319,2.0,1,0,failure
37.0,admin.,married,secondary,0,0.0,1,0,cellular,9,dec,179,1.0,1,0,success
58.0,technician,married,unknown,0,49.0,1,0,unknown,15,may,75,2.0,0,0,unknown
36.0,services,married,secondary,0,0.0,1,0,cellular,30,jul,54,12.0,0,0,unknown
20.0,blue-collar,single,secondary,0,423.0,1,0,cellular,16,apr,498,1.0,0,0,unknown
36.0,blue-collar,married,unknown,0,79.0,1,0,unknown,19,may,201,14.0,0,0,unknown
40.0,self-employed,married,tertiary,0,191.0,1,0,cellular,24,jul,806,5.0,0,0,unknown
34.0,services,married,unknown,0,746.0,0,0,unknown,27,jun,32,1.0,0,0,unknown
43.0,management,married,primary,0,88.0,0,1,cellular,6,may,210,1.0,0,0,unknown
41.0,blue-collar,married,primary,0,7735.0,1,0,cellular,20,nov,220,1.0,1,0,failure
31.0,management,single,tertiary,0,949.0,1,0,cellular,28,jul,52,7.0,0,0,unknown
58.0,unemployed,married,secondary,0,687.0,1,0,cellular,30,apr,341,2.0,0,0,unknown
37.0,administrator,married,tertiary,0,801.0,0,0,,11,aug,331,7.0,0,0,unknown
50.0,administrator,divorced,secondary,0,1111.0,1,0,cellular,17,apr,50,1.0,0,0,unknown
32.0,housemaid,married,primary,0,67.0,1,0,cellular,16,jul,95,4.0,0,0,unknown
62.0,housemaid,married,secondary,0,565.0,0,0,cellular,4,sep,123,3.0,0,0,unknown
40.0,blue-collar,single,unknown,0,,1,0,unknown,14,may,232,2.0,0,0,unknown
32.0,technician,married,secondary,0,253.0,1,0,unknown,4,jun,257,3.0,0,0,unknown
29.0,management,single,tertiary,0,11968.0,1,0,cellular,20,apr,241,2.0,0,0,unknown
53.0,technician,married,secondary,0,1319.0,0,0,unknown,19,jun,1318,3.0,0,0,unknown
32.0,blue-collar,single,secondary,0,123.0,1,0,cellular,8,jul,329,,0,0,unknown
43.0,services,married,tertiary,0,4216.0,0,0,cellular,24,dec,150,2.0,1,0,success
48.0,self-employed,divorced,tertiary,0,103.0,0,1,cellular,25,jul,135,1.0,0,0,unknown
29.0,self-employed,married,secondary,0,0.0,0,0,unknown,26,may,469,2.0,0,0,unknown
56.0,blue-collar,married,secondary,0,1602.0,1,0,unknown,6,may,427,1.0,0,0,unknown
33.0,,married,secondary,0,0.0,1,0,cellular,9,feb,176,2.0,1,0,failure
56.0,housemaid,divorced,primary,1,1238.0,0,0,unknown,5,jun,1558,1.0,0,0,unknown
34.0,management,single,tertiary,0,1228.0,0,0,cellular,13,aug,99,2.0,1,1,success
38.0,administrator,married,secondary,0,-33.0,0,0,cellular,29,jan,162,1.0,0,0,unknown
39.0,services,married,secondary,0,823.0,1,1,cellular,28,jul,780,2.0,0,0,unknown
46.0,blue-collar,married,secondary,0,536.0,1,0,unknown,15,may,164,2.0,0,0,unknown
44.0,services,married,secondary,0,5780.0,1,0,cellular,1,apr,525,2.0,0,0,unknown
56.0,technician,single,primary,0,230.0,1,0,unknown,9,may,122,,0,0,unknown
35.0,student,single,secondary,0,-86.0,1,0,cellular,21,jul,369,1.0,0,0,unknown
35.0,management,single,tertiary,0,2749.0,0,0,cellular,13,may,127,1.0,0,0,unknown
56.0,retired,married,primary,0,681.0,0,0,cellular,20,aug,204,4.0,0,0,unknown
24.0,admin.,single,secondary,0,770.0,1,0,unknown,16,may,233,1.0,0,0,unknown
40.0,blue-collar,married,secondary,0,1245.0,1,0,unknown,9,may,306,1.0,0,0,unknown
36.0,technician,married,tertiary,0,543.0,1,0,cellular,15,apr,225,2.0,0,0,unknown
29.0,management,married,tertiary,0,1671.0,1,0,unknown,30,may,182,1.0,0,0,unknown
47.0,management,married,tertiary,0,0.0,0,0,cellular,27,oct,508,1.0,0,0,unknown
57.0,services,single,secondary,0,0.0,0,0,cellular,6,aug,355,1.0,0,0,unknown
53.0,management,divorced,secondary,0,519.0,1,0,cellular,5,aug,126,1.0,0,0,unknown
28.0,technician,single,secondary,0,2335.0,0,0,cellular,13,may,624,1.0,0,0,unknown
57.0,management,married,secondary,0,570.0,0,0,unknown,20,jun,75,,0,0,unknown
33.0,blue-collar,married,secondary,0,2279.0,1,0,telephone,12,may,123,3.0,0,0,unknown
47.0,entrepreneur,married,tertiary,0,416.0,1,1,telephone,11,jul,87,2.0,0,0,unknown
27.0,technician,single,secondary,0,,1,0,cellular,6,may,176,1.0,0,0,unknown
28.0,blue-collar,married,secondary,0,2257.0,1,0,cellular,15,may,352,1.0,0,0,unknown
36.0,blue-collar,married,secondary,0,-206.0,1,0,unknown,8,may,177,2.0,0,0,unknown
,retired,divorced,primary,0,,0,0,cellular,5,aug,134,1.0,0,0,unknown
57.0,housemaid,married,primary,0,3570.0,0,0,unknown,9,jun,233,2.0,0,0,unknown
35.0,self-employed,single,tertiary,0,353.0,0,0,cellular,11,feb,352,1.0,1,0,success
55.0,housemaid,married,primary,0,3680.0,0,0,unknown,16,jun,131,1.0,0,0,unknown
51.0,blue-collar,married,unknown,0,1137.0,0,0,unknown,11,jun,76,1.0,0,0,unknown
44.0,services,married,secondary,0,-18.0,0,1,cellular,23,jul,510,2.0,0,0,unknown
59.0,management,married,tertiary,0,2239.0,0,0,cellular,22,may,431,1.0,0,0,unknown
35.0,technician,single,secondary,0,417.0,0,0,cellular,19,aug,92,4.0,0,0,unknown
51.0,management,single,tertiary,1,-55.0,1,0,cellular,11,may,281,2.0,1,0,failure
37.0,services,married,secondary,0,358.0,1,0,unknown,6,may,390,3.0,0,0,unknown
63.0,management,married,unknown,0,2352.0,0,0,telephone,4,may,475,7.0,0,0,unknown
28.0,administrator,married,tertiary,0,654.0,0,0,cellular,28,jan,198,1.0,0,0,unknown
26.0,blue-collar,single,secondary,0,2669.0,1,0,cellular,16,apr,242,1.0,0,0,unknown
30.0,management,single,tertiary,0,57.0,1,0,cellular,4,feb,153,2.0,0,0,unknown
52.0,administrator,married,secondary,0,31.0,1,0,unknown,7,may,120,1.0,0,0,unknown
31.0,blue-collar,married,secondary,0,799.0,1,0,cellular,21,jul,181,1.0,0,0,unknown
32.0,self-employed,single,tertiary,0,519.0,1,0,cellular,18,nov,72,1.0,0,0,unknown
39.0,services,married,secondary,0,949.0,1,0,cellular,29,jul,75,8.0,0,0,unknown
32.0,management,single,tertiary,0,3050.0,1,0,unknown,23,may,298,1.0,0,0,unknown
27.0,student,single,tertiary,0,118.0,0,0,cellular,25,may,112,1.0,0,0,unknown
32.0,blue-collar,married,secondary,0,1914.0,1,0,cellular,14,may,532,1.0,1,0,failure
30.0,blue-collar,married,primary,0,-327.0,1,1,cellular,5,may,305,1.0,1,0,other
30.0,services,single,secondary,0,21.0,1,0,unknown,7,may,104,2.0,0,0,unknown
50.0,services,married,secondary,0,1321.0,0,0,unknown,17,jun,271,2.0,0,0,unknown
49.0,blue-collar,married,secondary,0,395.0,0,1,cellular,30,jul,188,3.0,0,0,unknown
34.0,administrator,single,secondary,0,181.0,1,0,cellular,21,jul,296,1.0,0,0,unknown
40.0,blue-collar,married,secondary,0,5.0,0,0,cellular,26,mar,86,2.0,0,0,unknown
36.0,administrator,married,tertiary,0,1145.0,1,0,cellular,29,mar,198,2.0,1,0,failure
29.0,management,married,tertiary,0,30.0,0,0,cellular,13,aug,83,1.0,1,0,failure
34.0,blue-collar,married,primary,0,351.0,0,1,cellular,14,jul,326,11.0,0,0,unknown
58.0,technician,married,secondary,0,683.0,0,0,unknown,20,jun,157,2.0,0,0,unknown
38.0,self-employed,divorced,tertiary,0,1513.0,0,0,cellular,7,may,330,1.0,1,0,failure
37.0,management,married,tertiary,0,57.0,0,0,cellular,30,apr,96,2.0,1,0,success
34.0,management,married,tertiary,0,417.0,1,0,cellular,18,nov,138,1.0,0,0,unknown
26.0,entrepreneur,single,tertiary,0,81.0,0,0,cellular,21,jul,262,3.0,0,0,unknown
44.0,self-employed,married,secondary,0,1310.0,1,0,unknown,16,may,290,1.0,0,0,unknown
35.0,administrator,married,secondary,0,165.0,0,1,,20,jun,109,1.0,0,0,unknown
57.0,,married,tertiary,0,0.0,1,0,unknown,14,may,124,1.0,0,0,unknown
29.0,blue-collar,married,secondary,0,,1,0,cellular,20,apr,172,2.0,1,0,other
36.0,blue-collar,married,primary,0,0.0,1,0,unknown,21,may,59,2.0,0,0,unknown
45.0,admin.,married,unknown,0,1577.0,0,0,unknown,20,jun,16,4.0,0,0,unknown
59.0,blue-collar,married,secondary,0,2605.0,0,0,cellular,30,jan,85,2.0,0,0,unknown
49.0,blue-collar,single,primary,0,566.0,1,0,cellular,25,jul,979,2.0,0,0,unknown
33.0,technician,single,secondary,0,716.0,1,0,cellular,14,may,234,2.0,0,0,unknown
28.0,blue-collar,married,secondary,0,4287.0,0,0,cellular,30,apr,171,1.0,0,0,unknown
29.0,services,married,tertiary,0,6.0,1,0,unknown,28,may,143,2.0,0,0,unknown
59.0,technician,divorced,tertiary,0,0.0,0,0,cellular,8,aug,124,4.0,0,0,unknown
30.0,technician,married,secondary,0,574.0,0,0,cellular,13,aug,394,4.0,0,0,unknown
31.0,blue-collar,married,primary,0,19.0,1,0,,7,may,241,2.0,0,0,unknown
36.0,technician,single,tertiary,0,53.0,0,1,cellular,18,aug,64,7.0,0,0,unknown
55.0,services,divorced,secondary,0,218.0,1,0,unknown,29,may,200,2.0,0,0,unknown
37.0,blue-collar,married,primary,0,,1,0,cellular,20,apr,151,2.0,0,0,unknown
36.0,services,married,secondary,0,370.0,1,1,cellular,18,jul,728,6.0,0,0,unknown
,administrator,divorced,secondary,0,-249.0,1,0,cellular,14,jul,149,3.0,0,0,unknown
31.0,management,married,tertiary,0,3154.0,0,0,cellular,21,nov,326,2.0,0,0,unknown
33.0,technician,single,secondary,0,1746.0,1,0,unknown,26,may,152,2.0,0,0,unknown
30.0,services,single,tertiary,0,1785.0,0,0,cellular,8,aug,108,2.0,0,0,unknown
39.0,blue-collar,married,primary,0,3503.0,0,0,unknown,5,jun,89,1.0,0,0,unknown
26.0,blue-collar,married,secondary,0,288.0,1,0,unknown,12,may,49,2.0,0,0,unknown
32.0,technician,single,secondary,0,5118.0,1,0,cellular,27,aug,263,12.0,0,0,unknown
36.0,admin.,married,secondary,0,421.0,1,0,cellular,20,apr,246,2.0,1,0,other
58.0,services,divorced,secondary,0,462.0,0,0,cellular,13,nov,495,1.0,1,0,success
25.0,student,single,secondary,0,,0,0,cellular,10,aug,245,1.0,0,0,unknown
32.0,unemployed,divorced,primary,0,0.0,0,0,cellular,15,jul,175,4.0,0,0,unknown
34.0,technician,single,tertiary,0,651.0,0,0,cellular,3,feb,351,3.0,0,0,unknown
42.0,management,married,tertiary,0,1275.0,1,1,cellular,21,nov,925,5.0,0,0,unknown
43.0,management,married,tertiary,0,657.0,0,0,unknown,18,jun,367,1.0,0,0,unknown
48.0,technician,divorced,secondary,1,20.0,0,0,cellular,27,aug,145,3.0,0,0,unknown
48.0,management,married,tertiary,0,0.0,0,0,cellular,28,aug,16,16.0,0,0,unknown
48.0,services,married,secondary,0,2409.0,1,0,cellular,24,jul,533,2.0,0,0,unknown
35.0,technician,married,secondary,0,-255.0,1,0,cellular,13,may,196,3.0,1,0,failure
41.0,technician,divorced,secondary,0,1545.0,0,1,cellular,13,aug,183,2.0,0,0,unknown
30.0,technician,single,tertiary,0,4459.0,0,0,cellular,11,aug,149,2.0,0,0,unknown
36.0,services,married,secondary,0,-302.0,1,0,cellular,13,may,36,2.0,0,0,unknown
32.0,self-employed,married,secondary,0,8.0,1,1,cellular,13,may,251,2.0,0,0,unknown
